molecule,crp,intprd,cas,drugid
DOCONEXENT#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,10417-94-4,70004
DOCONEXENT#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,24390-14-5,"10198, 46927, 74224, 92069"
DOCONEXENT#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,564-25-0,"10198, 14440, 46927, 48140, 92069, 96277"
DOCONEXENT#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,6217-54-5,70004
DOCONEXENT#ETHYL-EICOSAPENT,GLAXOSMITHKLINE,LOVAZA,6217-54-5,70004
DOCOSAHEXANOIC_ACID#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,10417-94-4,70004
DOCOSAHEXANOIC_ACID#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,24390-14-5,"10198, 46927, 74224, 92069"
DOCOSAHEXANOIC_ACID#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,564-25-0,"10198, 14440, 46927, 48140, 92069, 96277"
DOCOSAHEXANOIC_ACID#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,6217-54-5,70004
DOCOSAHEXANOIC_ACID#ETHYL-EICOSAPENT,GLAXOSMITHKLINE,LOVAZA,6217-54-5,70004
DOXYCYCLINE#OCTINOXATE#SALICYLIC_ACID#ZINC,AVIDAS_PHARM,AVIDOXY DK,24390-14-5,"10198, 46927, 74224, 92069"
DOXYCYCLINE#OCTINOXATE#SALICYLIC_ACID#ZINC,AVIDAS_PHARM,AVIDOXY DK,564-25-0,"10198, 14440, 46927, 48140, 92069, 96277"
DOXYLAMINE#PARACETAMOL#PHENYLEPHRINE,LAB_UNKNOWN,PE/APAP/DXYL  L.U.,103-90-2,"48917, 64433, 68852"
DOXYLAMINE#PARACETAMOL#PHENYLEPHRINE,LAB_UNKNOWN,PE/APAP/DXYL  L.U.,469-21-6,"85192, 109953"
DOXYLAMINE#PARACETAMOL#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,TYLENOL-SINUS,103-90-2,"48917, 64433, 68852"
DOXYLAMINE#PARACETAMOL#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,TYLENOL-SINUS,469-21-6,"85192, 109953"
DOXYLAMINE#PARACETAMOL#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,TYLENOL-SINUS,90-82-4,"13110, 91390, 91396"
DOXYLAMINE#PHENYLEPHRINE,POLY_PHARM,POLY HIST FORTE (O,469-21-6,"85192, 109953"
DOXYLAMINE#PSEUDOEPHEDRINE,"SALLUS_LABS,_LLC",LORTUSS LQ,469-21-6,"85192, 109953"
DOXYLAMINE#PSEUDOEPHEDRINE,"SALLUS_LABS,_LLC",LORTUSS LQ,90-82-4,"13110, 91390, 91396"
DROSPIRENONE#ETHINYLESTRADIOL,TEVA,GIANVI,57-63-6,"2963, 4582, 10301, 12168, 12170, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 47516, 53557, 54904, 63014, 64446, 104110"
DROSPIRENONE#ETHINYLESTRADIOL,TEVA,GIANVI,67392-87-4,2963
DROSPIRENONE#ETHINYLESTRADIOL#LEVOMEFOLIC_ACID,LUPIN_LABORATORIES,DROS/ETHI/LEV LUPI,57-63-6,"2963, 4582, 10301, 12168, 12170, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 47516, 53557, 54904, 63014, 64446, 104110"
DROSPIRENONE#ETHINYLESTRADIOL#LEVOMEFOLIC_ACID,LUPIN_LABORATORIES,DROS/ETHI/LEV LUPI,67392-87-4,2963
DROSPIRENONE#ETHINYLESTRADIOL#METHYLFOLATE,LUPIN_LABORATORIES,TYDEMY,57-63-6,"2963, 4582, 10301, 12168, 12170, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 47516, 53557, 54904, 63014, 64446, 104110"
DROSPIRENONE#ETHINYLESTRADIOL#METHYLFOLATE,LUPIN_LABORATORIES,TYDEMY,67392-87-4,2963
DROSPIRENONE#ETHINYLESTRADIOL_BETADEX,BAYER,YAZ,67392-87-4,2963
DROSPIRENONE#ETHINYLESTRADIOL_BETADEX#METHYLFOLATE,BAYER,BEYAZ,67392-87-4,2963
ECONAZOLE,VALEANT_PHARMA,SPECTAZOLE,27220-47-9,90370
EFLORNITHINE,ALLERGAN,VANIQA,70052-12-9,6047
EPROSARTAN#HYDROCHLOROTHIAZIDE,ABBVIE,TEVETEN HCT,58-93-5,"54363, 70341, 80291"
ESTRADIOL#NORETHISTERONE,HISAMITSU,COMBIPATCH,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 44378, 45697, 46417, 49122, 79128, 80874, 85758"
ESTRADIOL#NORETHISTERONE,HISAMITSU,COMBIPATCH,68-22-4,"46282, 46926, 63014, 64446"
ESTRADIOL#NORGESTIMATE,TEVA,PREFEST,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 44378, 45697, 46417, 49122, 79128, 80874, 85758"
ETHINYLESTRADIOL#NORELGESTROMIN,MYLAN,XULANE,53016-31-2,4582
ETHINYLESTRADIOL#NORELGESTROMIN,MYLAN,XULANE,57-63-6,"2963, 4582, 10301, 12168, 12170, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 47516, 53557, 54904, 63014, 64446, 104110"
FENAMISAL#HYOSCYAMINE#METHENAMINE#METHYLENE_BLUE#PHOSPHORIC_ACID,METHOD_PHARMA,URO-L,61-73-4,"74759, 81075"
FENAMISAL#HYOSCYAMINE#METHENAMINE#METHYLENE_BLUE#SODIUM,METHOD_PHARMA,URO-MP,61-73-4,"74759, 81075"
FENTANYL#ROPIVACAINE#SODIUM,PHARMEDIUM,FENTA/ROPI/NA PRMU,437-38-7,"5254, 10298, 12846, 31134, 44699, 55195, 56472, 58903"
FLUNISOLIDE,TEVA,NASALIDE,3385-03-3,88048
FLUTICASONE_FUROATE#VILANTEROL,GLAXOSMITHKLINE,BREO ELLIPTA,397864-44-7,"57097, 59060"
FLUTICASONE_FUROATE#VILANTEROL,GLAXOSMITHKLINE,BREO ELLIPTA,503068-34-6,59060
FOLLITROPIN_BETA#GANIRELIX,MERCK_&_CO,FOLLISTIM/ANTAGON,124904-93-4,3196
FOSAPREPITANT,MERCK_&_CO,EMEND,172673-20-0,16021
GANIRELIX,MERCK_&_CO,GANIRELIX     M-CO,124904-93-4,3196
GLIBENCLAMIDE#METFORMIN,BRISTOL-MYERS_SQB.,GLUCOVANCE,10238-21-8,"29182, 46890"
GLIBENCLAMIDE#METFORMIN,BRISTOL-MYERS_SQB.,GLUCOVANCE,1115-70-4,"6050, 49077, 49829"
GLIBENCLAMIDE#METFORMIN,BRISTOL-MYERS_SQB.,GLUCOVANCE,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 55177, 56823, 67614, 82005, 93902"
GLUCOSE#LEVOFLOXACIN,HIKMA_PHARMA,GLUCO/LEVOFLO HIKM,100986-85-4,48667
GLYCEROL#HYALURONIC_ACID,BAUSCH_HEALTH,OCEAN ULTRA,9004-61-9,"6807, 7103, 13469, 105492"
GLYCEROL#HYDROCORTISONE#PARAFFIN_OIL,ARBOR_PHARM,PEDIADERM HC,50-23-7,48942
GLYCEROL#PARAFFIN_OIL#TRIAMCINOLONE_ACETONIDE,ARBOR_PHARM,PEDIADERM TA,76-25-5,"51082, 57893, 72124, 87173, 95157"
GLYCOPYRRONIUM#INDACATEROL,SUMITOMO_DAINIPPON,UTIBRON NEOHALER,312753-06-3,53427
GLYCOPYRRONIUM#INDACATEROL,SUMITOMO_DAINIPPON,UTIBRON NEOHALER,596-51-0,"34139, 41417"
GLYCOPYRRONIUM#INDACATEROL,SUMITOMO_DAINIPPON,UTIBRON NEOHALER,740028-90-4,"34139, 41417, 53427"
GUAIACOL#HYDROCODONE,PERNIX,DE-CHLOR NX,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396"
GUAIFENESIN#HYDROCODONE,SHIONOGI_SEIYAKU,CODICLEAR DH,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396"
GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,VANEX,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396"
GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,VANEX,90-82-4,"13110, 91390, 91396"
GUAIFENESIN#PARACETAMOL,JOHNSON_&_JOHNSON,TYLENOL CHEST CONG,103-90-2,"48917, 64433, 68852"
GUAIFENESIN#PARACETAMOL#PHENYLEPHRINE,RECKITT_BENCKISER,MUCINEX SINUS-MAX,103-90-2,"48917, 64433, 68852"
GUAIFENESIN#PARACETAMOL#PHENYLPROPANOLAMINE,UNIFIRST_FIRST,CCP CAFFEINE FREE,103-90-2,"48917, 64433, 68852"
GUAIFENESIN#PENTOXYVERINE#PSEUDOEPHEDRINE,PERNIX,EXALL-D,90-82-4,"13110, 91390, 91396"
HYALURONIC_ACID#KETOCONAZOLE#SALICYLIC_ACID,MEDIMETRIKS_PHARM,KETODAN,65277-42-1,"24486, 50198"
HYALURONIC_ACID#KETOCONAZOLE#SALICYLIC_ACID,MEDIMETRIKS_PHARM,KETODAN,9004-61-9,"6807, 7103, 13469, 105492"
HYALURONIC_ACID#LIDOCAINE,MPM_MEDICAL,REGENECARE HA,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455"
HYALURONIC_ACID#LIDOCAINE,MPM_MEDICAL,REGENECARE HA,9004-61-9,"6807, 7103, 13469, 105492"
HYDROCHLOROTHIAZIDE#QUINAPRIL,PFIZER,ACCURETIC,58-93-5,"54363, 70341, 80291"
HYDROCHLOROTHIAZIDE#QUINAPRIL,PFIZER,ACCURETIC,85441-61-8,70341
HYDROCODONE,MUNDIPHARMA_INT,HYSINGLA,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396"
HYDROCODONE#PSEUDOEPHEDRINE#TRIPROLIDINE,VINDEX,ZYMINE HC,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396"
HYDROCODONE#PSEUDOEPHEDRINE#TRIPROLIDINE,VINDEX,ZYMINE HC,90-82-4,"13110, 91390, 91396"
HYDROCORTISONE#KETOCONAZOLE,GLAXOSMITHKLINE,XOLEGEL COREPAK,50-23-7,48942
HYDROCORTISONE#KETOCONAZOLE,GLAXOSMITHKLINE,XOLEGEL COREPAK,65277-42-1,"24486, 50198"
HYDROCORTISONE#LIDOCAINE,NOVARTIS,LIDA MANTLE,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455"
HYDROCORTISONE#LIDOCAINE,NOVARTIS,LIDA MANTLE,50-23-7,48942
HYOSCYAMINE#METHENAMINE#METHYLENE_BLUE#PHOSPHORIC_ACID,MISSION,UTIRA-C,61-73-4,"74759, 81075"
HYOSCYAMINE#METHENAMINE#METHYLENE_BLUE#PHOSPHORUS#SALICYLIC_ACID,RIVERS_EDGE,DARCALMA,61-73-4,"74759, 81075"
HYOSCYAMINE#METHENAMINE#METHYLENE_BLUE#SALICYLIC_ACID#SODIUM,PERNIX,UTICAP,61-73-4,"74759, 81075"
HYOSCYAMINE#METHENAMINE#METHYLENE_BLUE#SODIUM,VINDEX,URISYM,61-73-4,"74759, 81075"
INSULIN_ASPART#INSULIN_ASPART_PROTAMINE_CRYSTALLINE,NOVO_NORDISK,NOVOMIX,116094-23-6,"55898, 66519"
INTERFERON_ALFA-2B#RIBAVIRIN,MERCK_&_CO,REBETRON,36791-04-5,"71886, 72706"
KETOCONAZOLE#PYRITHIONE_ZINC,GLAXOSMITHKLINE,XOLEGEL DUO,65277-42-1,"24486, 50198"
KETOTIFEN,GLAXOSMITHKLINE,PROFILASMIN-PED,34580-13-7,44412
KETOTIFEN,GLAXOSMITHKLINE,PROFILASMIN-PED,34580-14-8,44412
LAMIVUDINE#NELFINAVIR#ZIDOVUDINE,A-S_MEDICATION,HIV P.E.P.,134678-17-4,"73625, 90562, 101639, 109933, 113752"
LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,RICOVIR L,134678-17-4,"73625, 90562, 101639, 109933, 113752"
LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,RICOVIR L,201341-05-1,"14493, 73625, 109933, 113752"
LANSOPRAZOLE#NAPROXEN,TAKEDA,PREVACID NAPRAPAC,22204-53-1,17853
LEVONORGESTREL,FOUNDATION_CONS,TAKE ACTION,797-63-7,"12170, 14885, 14954, 37956, 37957, 46921, 53557, 55434, 82773"
LIDOCAINE#MENTHOL,LEE_PHARM,BANADYNE-3,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455"
LIDOCAINE#NEOMYCIN#POLYMYXIN_B,LAB_UNKNOWN,NEO/POLY/LIDO L.U.,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455"
LIDOCAINE#PHENOL,HI-TECH_PHARMACAL,DIABETIC TUSSIN SO,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455"
MEBENDAZOLE,JOHNSON_&_JOHNSON,VERMOX,31431-39-7,"93108, 100611"
MECOBALAMIN#METHYLFOLATE#PYRIDOXINE#SCHIZOCHYTRIUM,VIRTUS_PHARMA,LEVOMEFOLATE CAL/P,65-23-6,"85192, 109953"
MELATONIN#PYRIDOXINE,LAB_UNKNOWN,MELATO/VIT B6 L.U.,65-23-6,"85192, 109953"
MENTHOL#OXYMETAZOLINE,RECKITT_BENCKISER,MUCINEX NS FULL FO,1491-59-4,"67111, 69367"
MEPYRAMINE#PARACETAMOL#PHENIRAMINE#PHENYLEPHRINE#PHENYLPROPANOLAMINE,MAJOR_PHARM_CORP,PHENAGESIC,103-90-2,"48917, 64433, 68852"
MEPYRAMINE#PENTOXYVERINE#PSEUDOEPHEDRINE,VERTICAL_PHARM,ZOTEX-D,90-82-4,"13110, 91390, 91396"
MEPYRAMINE#PSEUDOEPHEDRINE,TIBER_PHARM,VIRAVAN-P,90-82-4,"13110, 91390, 91396"
METFORMIN#PIOGLITAZONE,TAKEDA,ACTOPLUS MET,111025-46-8,"48279, 55177, 59795"
METFORMIN#PIOGLITAZONE,TAKEDA,ACTOPLUS MET,1115-70-4,"6050, 49077, 49829"
METFORMIN#PIOGLITAZONE,TAKEDA,ACTOPLUS MET,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 55177, 56823, 67614, 82005, 93902"
METFORMIN#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDAMET,1115-70-4,"6050, 49077, 49829"
METFORMIN#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDAMET,122320-73-4,56823
METFORMIN#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDAMET,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 55177, 56823, 67614, 82005, 93902"
METHENAMINE#METHYLENE_BLUE,ESTEVE,USEPT,61-73-4,"74759, 81075"
MICONAZOLE#PARAFFIN_OIL#ZINC,MYLAN,MICONAZ/ZINC  MYLA,22916-47-8,"47266, 50597"
MICONAZOLE#ZINC,DERMASCIENCE,DERMAGRAN AF,22916-47-8,"47266, 50597"
MIDAZOLAM,ROCHE,DORMICUM,59467-70-8,54577
MORPHINE#SODIUM,PHARMEDIUM,MORPHINE/NA   PRMU,57-27-2,"10777, 13468, 57467, 82520"
NABUMETONE,GLENMARK_PHARM,NABUMETONE    GLMK,42924-53-8,6071
NAPROXEN#PSEUDOEPHEDRINE,BAYER,ALEVE COLD & SINUS,22204-53-1,17853
NAPROXEN#PSEUDOEPHEDRINE,BAYER,ALEVE COLD & SINUS,90-82-4,"13110, 91390, 91396"
ONDANSETRON#SODIUM,PHARMEDIUM,ONDANSETR/SOD PRMU,99614-02-5,"59543, 60940"
OXCARBAZEPINE,SUPERNUS_PHARMA,OXTELLAR,28721-07-5,"6161, 60133"
PARACETAMOL#PENTAZOCINE,SANOFI,FORTAGESIC,103-90-2,"48917, 64433, 68852"
PARACETAMOL#PHENIRAMINE#PHENYLEPHRINE,GLAXOSMITHKLINE,THERAFLU SVR CLD N,103-90-2,"48917, 64433, 68852"
PEMIROLAST,JOHNSON_&_JOHNSON,ALAMAST,100299-08-9,"6165, 48700"
PEMIROLAST,JOHNSON_&_JOHNSON,ALAMAST,69372-19-6,6165
PENTOXYVERINE#PSEUDOEPHEDRINE,ACCENTIA_PHARM,RESPI-TANN,90-82-4,"13110, 91390, 91396"
PHENYLEPHRINE#PSEUDOEPHEDRINE,MAGNA_PHARM,STA-D,90-82-4,"13110, 91390, 91396"
PHYTOSTEROLS_(UNSPECIFIED)#PROGESTERONE,SAYGE_BIOSCIENCES,BALANCE HRT NATURA,57-83-0,40649
POLIDOCANOL,MERZ,ASCLERA,9002-92-0,88713
PSEUDOEPHEDRINE#SCOPOLAMINE_METHYL_HYDROXIDE,CHIESI,ALLERX D,90-82-4,"13110, 91390, 91396"
TEMOZOLOMIDE,MERCK_&_CO,TEMODAL M-CO,85622-93-1,4529
VALRUBICIN,ENDO_INTERNATIONAL,VALSTAR ENDN,56124-62-0,11295
