molecule,crp,intprd,cas,drugid
BUPIVACAINE#LIDOCAINE,AMPHASTAR,DUOCAINE,137-58-6,54740
BUPIVACAINE#LIDOCAINE,AMPHASTAR,DUOCAINE,137-58-6,90455
BUPIVACAINE#LIDOCAINE,AMPHASTAR,DUOCAINE,38396-39-3,14658
BUPIVACAINE#SODIUM,PHARMEDIUM,BUPIVACA/SOD  PRMU,38396-39-3,14658
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,465-65-6,56687
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,465-65-6,64940
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,465-65-6,66004
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,465-65-6,70447
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,465-65-6,75426
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,465-65-6,91856
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,52485-79-7,2695
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,52485-79-7,31115
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,52485-79-7,33497
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,52485-79-7,57557
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,52485-79-7,64940
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,52485-79-7,66004
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,52485-79-7,75426
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,52485-79-7,82591
BUTALAMINE#CAFFEINE#PARACETAMOL,VALEANT_PHARMA,ORBIVAN,103-90-2,48917
BUTALAMINE#CAFFEINE#PARACETAMOL,VALEANT_PHARMA,ORBIVAN,103-90-2,64433
BUTALAMINE#CAFFEINE#PARACETAMOL,VALEANT_PHARMA,ORBIVAN,103-90-2,68852
CAFFEINE#CHROMIUM#CYANOCOBALAMIN#EPIGALLOCATECHIN_GALLATE#NICOTINAMIDE#PANAX_GINSENG#PANTOTHENIC_ACID#PYRIDOXINE#RIBOFLAVIN#THIAMINE,NVE_PHARMACEUTICAL,DEXATRIM MAX,65-23-6,85192
CAFFEINE#CHROMIUM#CYANOCOBALAMIN#EPIGALLOCATECHIN_GALLATE#NICOTINAMIDE#PANAX_GINSENG#PANTOTHENIC_ACID#PYRIDOXINE#RIBOFLAVIN#THIAMINE,NVE_PHARMACEUTICAL,DEXATRIM MAX,65-23-6,109953
CAFFEINE#CHROMIUM#CYANOCOBALAMIN#EPIGALLOCATECHIN_GALLATE#NICOTINAMIDE#PANAX_GINSENG#PANTOTHENIC_ACID#PYRIDOXINE#RIBOFLAVIN#THIAMINE,NVE_PHARMACEUTICAL,DEXATRIM MAX,68-19-9,98637
CAFFEINE#CHROMIUM#CYANOCOBALAMIN#EPIGALLOCATECHIN_GALLATE#NICOTINAMIDE#PANAX_GINSENG#PANTOTHENIC_ACID#PYRIDOXINE#RIBOFLAVIN#THIAMINE,NVE_PHARMACEUTICAL,DEXATRIM MAX,68-19-9,98648
CAFFEINE#CHROMIUM#CYANOCOBALAMIN#EPIGALLOCATECHIN_GALLATE#NICOTINAMIDE#PANAX_GINSENG#PANTOTHENIC_ACID#PYRIDOXINE#RIBOFLAVIN#THIAMINE,NVE_PHARMACEUTICAL,DEXATRIM MAX,83-88-5,73506
CAFFEINE#MAGNESIUM#PARACETAMOL#PHENYLTOLOXAMINE,ESTEVE,COMBIFLEX ES,103-90-2,48917
CAFFEINE#MAGNESIUM#PARACETAMOL#PHENYLTOLOXAMINE,ESTEVE,COMBIFLEX ES,103-90-2,64433
CAFFEINE#MAGNESIUM#PARACETAMOL#PHENYLTOLOXAMINE,ESTEVE,COMBIFLEX ES,103-90-2,68852
CAFFEINE#PARACETAMOL#PHENYLEPHRINE,MEDIQUE,MEDI-GRAINE,103-90-2,48917
CAFFEINE#PARACETAMOL#PHENYLEPHRINE,MEDIQUE,MEDI-GRAINE,103-90-2,64433
CAFFEINE#PARACETAMOL#PHENYLEPHRINE,MEDIQUE,MEDI-GRAINE,103-90-2,68852
CAFFEINE#PARACETAMOL#PHENYLTOLOXAMINE#SALICYLAMIDE,POLY_PHARM,DURABAC,103-90-2,48917
CAFFEINE#PARACETAMOL#PHENYLTOLOXAMINE#SALICYLAMIDE,POLY_PHARM,DURABAC,103-90-2,64433
CAFFEINE#PARACETAMOL#PHENYLTOLOXAMINE#SALICYLAMIDE,POLY_PHARM,DURABAC,103-90-2,68852
CAFFEINE#PARACETAMOL#PHENYLTOLOXAMINE#SALICYLIC_ACID,POLY_PHARM,DURABAC FORTE,103-90-2,48917
CAFFEINE#PARACETAMOL#PHENYLTOLOXAMINE#SALICYLIC_ACID,POLY_PHARM,DURABAC FORTE,103-90-2,64433
CAFFEINE#PARACETAMOL#PHENYLTOLOXAMINE#SALICYLIC_ACID,POLY_PHARM,DURABAC FORTE,103-90-2,68852
CAFFEINE#PARACETAMOL#SALICYLIC_ACID,AMCO,ARTHRITIN PLUS,103-90-2,48917
CAFFEINE#PARACETAMOL#SALICYLIC_ACID,AMCO,ARTHRITIN PLUS,103-90-2,64433
CAFFEINE#PARACETAMOL#SALICYLIC_ACID,AMCO,ARTHRITIN PLUS,103-90-2,68852
CAMELLIA_SINENSIS#LIDOCAINE,C.C.A._INDUSTRIES,SCAR ZONE BURN GEL,137-58-6,12433
CAMELLIA_SINENSIS#LIDOCAINE,C.C.A._INDUSTRIES,SCAR ZONE BURN GEL,137-58-6,15198
CAMELLIA_SINENSIS#LIDOCAINE,C.C.A._INDUSTRIES,SCAR ZONE BURN GEL,137-58-6,23015
CAMELLIA_SINENSIS#LIDOCAINE,C.C.A._INDUSTRIES,SCAR ZONE BURN GEL,137-58-6,44403
CAMELLIA_SINENSIS#LIDOCAINE,C.C.A._INDUSTRIES,SCAR ZONE BURN GEL,137-58-6,54740
CAMELLIA_SINENSIS#LIDOCAINE,C.C.A._INDUSTRIES,SCAR ZONE BURN GEL,137-58-6,90455
CAPSAICIN#LIDOCAINE,RODLEN_LABORATORIE,AXSAIN RODL,137-58-6,12433
CAPSAICIN#LIDOCAINE,RODLEN_LABORATORIE,AXSAIN RODL,137-58-6,15198
CAPSAICIN#LIDOCAINE,RODLEN_LABORATORIE,AXSAIN RODL,137-58-6,23015
CAPSAICIN#LIDOCAINE,RODLEN_LABORATORIE,AXSAIN RODL,137-58-6,44403
CAPSAICIN#LIDOCAINE,RODLEN_LABORATORIE,AXSAIN RODL,137-58-6,54740
CAPSAICIN#LIDOCAINE,RODLEN_LABORATORIE,AXSAIN RODL,137-58-6,90455
CAPSAICIN#LIDOCAINE#MENTHOL#SALICYLIC_ACID,ALEXSO_INC,TEROCIN,137-58-6,12433
CAPSAICIN#LIDOCAINE#MENTHOL#SALICYLIC_ACID,ALEXSO_INC,TEROCIN,137-58-6,15198
CAPSAICIN#LIDOCAINE#MENTHOL#SALICYLIC_ACID,ALEXSO_INC,TEROCIN,137-58-6,23015
CAPSAICIN#LIDOCAINE#MENTHOL#SALICYLIC_ACID,ALEXSO_INC,TEROCIN,137-58-6,44403
CAPSAICIN#LIDOCAINE#MENTHOL#SALICYLIC_ACID,ALEXSO_INC,TEROCIN,137-58-6,54740
CAPSAICIN#LIDOCAINE#MENTHOL#SALICYLIC_ACID,ALEXSO_INC,TEROCIN,137-58-6,90455
CAPTOPRIL#HYDROCHLOROTHIAZIDE,ENDO_INTERNATIONAL,CAPOZIDE,58-93-5,54363
CAPTOPRIL#HYDROCHLOROTHIAZIDE,ENDO_INTERNATIONAL,CAPOZIDE,58-93-5,70341
CAPTOPRIL#HYDROCHLOROTHIAZIDE,ENDO_INTERNATIONAL,CAPOZIDE,58-93-5,80291
CARBIDOPA,BAUSCH_HEALTH,LODOSYN,28860-95-9,44388
CARBIDOPA,BAUSCH_HEALTH,LODOSYN,28860-95-9,58997
CARBIDOPA,BAUSCH_HEALTH,LODOSYN,28860-95-9,60718
CARBIDOPA,BAUSCH_HEALTH,LODOSYN,28860-95-9,60977
CARBIDOPA,BAUSCH_HEALTH,LODOSYN,28860-95-9,94517
CARBINOXAMINE#DEXTROMETHORPHAN#PHENYLEPHRINE,PALM_PHARM,DMAX,125-71-3,6018
CARBINOXAMINE#DEXTROMETHORPHAN#PHENYLEPHRINE,PALM_PHARM,DMAX,486-16-8,79309
CARBINOXAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ENDO_HEALTH_SOLUT.,CARDEC DM,125-71-3,6018
CARBINOXAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ENDO_HEALTH_SOLUT.,CARDEC DM,486-16-8,79309
CARBINOXAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ENDO_HEALTH_SOLUT.,CARDEC DM,90-82-4,13110
CARBINOXAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ENDO_HEALTH_SOLUT.,CARDEC DM,90-82-4,91390
CARBINOXAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ENDO_HEALTH_SOLUT.,CARDEC DM,90-82-4,91396
CARBINOXAMINE#HYDROCODONE#PHENYLEPHRINE,PALM_PHARM,MAX HC,125-29-1,59692
CARBINOXAMINE#HYDROCODONE#PHENYLEPHRINE,PALM_PHARM,MAX HC,125-29-1,66538
CARBINOXAMINE#HYDROCODONE#PHENYLEPHRINE,PALM_PHARM,MAX HC,125-29-1,69798
CARBINOXAMINE#HYDROCODONE#PHENYLEPHRINE,PALM_PHARM,MAX HC,125-29-1,83624
CARBINOXAMINE#HYDROCODONE#PHENYLEPHRINE,PALM_PHARM,MAX HC,125-29-1,91390
CARBINOXAMINE#HYDROCODONE#PHENYLEPHRINE,PALM_PHARM,MAX HC,125-29-1,91396
CARBINOXAMINE#HYDROCODONE#PHENYLEPHRINE,PALM_PHARM,MAX HC,486-16-8,79309
CARBINOXAMINE#PENTOXYVERINE#PHENYLEPHRINE,GENTEX_PHARMA,ARIDEX,486-16-8,79309
CARBINOXAMINE#PHENYLEPHRINE,PERNIX,CORDRON-D NR,486-16-8,79309
CARTEOLOL,ABBOTT,CARTROL,51781-06-7,13484
CEFEPIME#GLUCOSE,BRAUN-MELSUNGEN,CEFEPIME/GLUC BRAU,88040-23-7,2736
CERAMIDE#HYALURONIC_ACID,VALEANT_PHARMA,CERAVE,9004-61-9,6807
CERAMIDE#HYALURONIC_ACID,VALEANT_PHARMA,CERAVE,9004-61-9,7103
CERAMIDE#HYALURONIC_ACID,VALEANT_PHARMA,CERAVE,9004-61-9,13469
CERAMIDE#HYALURONIC_ACID,VALEANT_PHARMA,CERAVE,9004-61-9,105492
CETIRIZINE,JOHNSON_&_JOHNSON,ZYRTEC J.J.,83881-51-0,2752
CETIRIZINE,JOHNSON_&_JOHNSON,ZYRTEC J.J.,83881-51-0,13110
CETIRIZINE,JOHNSON_&_JOHNSON,ZYRTEC J.J.,83881-51-0,70991
CETIRIZINE#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,ZYRTEC DUO,83881-51-0,2752
CETIRIZINE#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,ZYRTEC DUO,83881-51-0,13110
CETIRIZINE#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,ZYRTEC DUO,83881-51-0,70991
CETIRIZINE#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,ZYRTEC DUO,90-82-4,13110
CETIRIZINE#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,ZYRTEC DUO,90-82-4,91390
CETIRIZINE#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,ZYRTEC DUO,90-82-4,91396
CHERRY#CHLORPHENAMINE#PHENYLPROPANOLAMINE,NOVARTIS,TRIAMINIC,132-22-9,66158
CHERRY#CHLORPHENAMINE#PHENYLPROPANOLAMINE,NOVARTIS,TRIAMINIC,132-22-9,69798
CHERRY#CHLORPHENAMINE#PHENYLPROPANOLAMINE,NOVARTIS,TRIAMINIC,132-22-9,83624
CHERRY#CHLORPHENAMINE#PHENYLPROPANOLAMINE,NOVARTIS,TRIAMINIC,132-22-9,91390
CHERRY#CHLORPHENAMINE#PHENYLPROPANOLAMINE,NOVARTIS,TRIAMINIC,132-22-9,91711
CHLORCYCLIZINE#CLOFEDANOL#PSEUDOEPHEDRINE,PERNIX,BICLORA-D,90-82-4,13110
CHLORCYCLIZINE#CLOFEDANOL#PSEUDOEPHEDRINE,PERNIX,BICLORA-D,90-82-4,91390
CHLORCYCLIZINE#CLOFEDANOL#PSEUDOEPHEDRINE,PERNIX,BICLORA-D,90-82-4,91396
CHLORCYCLIZINE#CODEINE,STEWART_JACKSON,NOTUSS-NX,76-57-3,66158
CHLORCYCLIZINE#CODEINE,STEWART_JACKSON,NOTUSS-NX,76-57-3,91711
CHLORCYCLIZINE#CODEINE#PHENYLEPHRINE,PERNIX,NASOTUSS,76-57-3,66158
CHLORCYCLIZINE#CODEINE#PHENYLEPHRINE,PERNIX,NASOTUSS,76-57-3,91711
CHLORCYCLIZINE#CODEINE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS-NXD,76-57-3,66158
CHLORCYCLIZINE#CODEINE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS-NXD,76-57-3,91711
CHLORCYCLIZINE#CODEINE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS-NXD,90-82-4,13110
CHLORCYCLIZINE#CODEINE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS-NXD,90-82-4,91390
CHLORCYCLIZINE#CODEINE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS-NXD,90-82-4,91396
CHLORPHENAMINE#CLOFEDANOL#PHENYLEPHRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,66158
CHLORPHENAMINE#CLOFEDANOL#PHENYLEPHRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,69798
CHLORPHENAMINE#CLOFEDANOL#PHENYLEPHRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,83624
CHLORPHENAMINE#CLOFEDANOL#PHENYLEPHRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,91390
CHLORPHENAMINE#CLOFEDANOL#PHENYLEPHRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,91711
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,66158
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,69798
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,83624
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,91390
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,91711
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,90-82-4,13110
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,90-82-4,91390
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,90-82-4,91396
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,103-90-2,48917
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,103-90-2,64433
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,103-90-2,68852
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,132-22-9,66158
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,132-22-9,69798
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,132-22-9,83624
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,132-22-9,91390
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,132-22-9,91711
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,76-57-3,66158
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,76-57-3,91711
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,132-22-9,66158
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,132-22-9,69798
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,132-22-9,83624
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,132-22-9,91390
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,132-22-9,91711
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,76-57-3,66158
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,76-57-3,91711
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,103-90-2,48917
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,103-90-2,64433
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,103-90-2,68852
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,125-71-3,6018
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,132-22-9,66158
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,132-22-9,69798
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,132-22-9,83624
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,132-22-9,91390
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,132-22-9,91711
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK DM,125-71-3,6018
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK DM,132-22-9,66158
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK DM,132-22-9,69798
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK DM,132-22-9,83624
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK DM,132-22-9,91390
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK DM,132-22-9,91711
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,103-90-2,48917
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,103-90-2,64433
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,103-90-2,68852
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,125-71-3,6018
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,132-22-9,66158
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,132-22-9,69798
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,132-22-9,83624
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,132-22-9,91390
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,132-22-9,91711
CHLORPHENAMINE#DEXTROMETHORPHAN#SCOPOLAMINE_METHYL_HYDROXIDE,AURIGA_LABORATORIE,EXTENDRYL DM,125-71-3,6018
CHLORPHENAMINE#DEXTROMETHORPHAN#SCOPOLAMINE_METHYL_HYDROXIDE,AURIGA_LABORATORIE,EXTENDRYL DM,132-22-9,66158
CHLORPHENAMINE#DEXTROMETHORPHAN#SCOPOLAMINE_METHYL_HYDROXIDE,AURIGA_LABORATORIE,EXTENDRYL DM,132-22-9,69798
CHLORPHENAMINE#DEXTROMETHORPHAN#SCOPOLAMINE_METHYL_HYDROXIDE,AURIGA_LABORATORIE,EXTENDRYL DM,132-22-9,83624
CHLORPHENAMINE#DEXTROMETHORPHAN#SCOPOLAMINE_METHYL_HYDROXIDE,AURIGA_LABORATORIE,EXTENDRYL DM,132-22-9,91390
CHLORPHENAMINE#DEXTROMETHORPHAN#SCOPOLAMINE_METHYL_HYDROXIDE,AURIGA_LABORATORIE,EXTENDRYL DM,132-22-9,91711
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,132-22-9,66158
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,132-22-9,69798
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,132-22-9,83624
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,132-22-9,91390
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,132-22-9,91711
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,90-82-4,13110
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,90-82-4,91390
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,90-82-4,91396
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,132-22-9,66158
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,132-22-9,69798
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,132-22-9,83624
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,132-22-9,91390
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,132-22-9,91711
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,90-82-4,13110
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,90-82-4,91390
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,90-82-4,91396
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,125-29-1,59692
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,125-29-1,66538
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,125-29-1,69798
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,125-29-1,83624
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,125-29-1,91390
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,125-29-1,91396
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,132-22-9,66158
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,132-22-9,69798
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,132-22-9,83624
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,132-22-9,91390
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,132-22-9,91711
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,90-82-4,13110
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,90-82-4,91390
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,90-82-4,91396
CHLORPHENAMINE#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK,132-22-9,66158
CHLORPHENAMINE#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK,132-22-9,69798
CHLORPHENAMINE#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK,132-22-9,83624
CHLORPHENAMINE#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK,132-22-9,91390
CHLORPHENAMINE#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK,132-22-9,91711
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,125-29-1,59692
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,125-29-1,66538
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,125-29-1,69798
