molecule,crp,intprd,cas,matched_drugid,match_type_ncas,different_compounds
DASABUVIR#OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRA PAK,1132935-63-7,"60861, 100124",1,0
DASABUVIR#OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRA PAK,1216941-48-8,100124,1,0
DASABUVIR#OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRA PAK,1258226-87-7,100124,1,0
DASABUVIR#OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRA PAK,155213-67-5,100124,1,0
DASABUVIR#OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRA PAK,"1132935-63-7, 1216941-48-8, 1258226-87-7, 155213-67-5",100124,4,1
DEXBROMPHENIRAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PSEUDOEPHEDRINE,DAYTON_LABS,DEKA DAYT,125-71-3,6018,1,0
DEXBROMPHENIRAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PSEUDOEPHEDRINE,DAYTON_LABS,DEKA DAYT,90-82-4,"13110, 91390, 91396",1,0
DEXBROMPHENIRAMINE#DEXTROMETHORPHAN#MEPYRAMINE#PHENYLEPHRINE,POLY_PHARM,POLY TAN DM,125-71-3,6018,1,0
DEXBROMPHENIRAMINE#DEXTROMETHORPHAN#PHENYLEPHRINE,LARKEN_LABS,Y-COF,125-71-3,6018,1,0
DEXBROMPHENIRAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,"MCNEIL,R.A.",M-END DMX,125-71-3,6018,1,0
DEXBROMPHENIRAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,"MCNEIL,R.A.",M-END DMX,90-82-4,"13110, 91390, 91396",1,0
DEXBROMPHENIRAMINE#HYDROCODONE#PSEUDOEPHEDRINE,BRIGHTON_PHARM,DXBPM/HYCD/PE BGHP,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
DEXBROMPHENIRAMINE#HYDROCODONE#PSEUDOEPHEDRINE,BRIGHTON_PHARM,DXBPM/HYCD/PE BGHP,90-82-4,"13110, 91390, 91396",1,0
DEXBROMPHENIRAMINE#HYDROCODONE#PSEUDOEPHEDRINE,BRIGHTON_PHARM,DXBPM/HYCD/PE BGHP,"125-29-1, 90-82-4",91390,2,1
DEXBROMPHENIRAMINE#HYDROCODONE#PSEUDOEPHEDRINE,BRIGHTON_PHARM,DXBPM/HYCD/PE BGHP,"125-29-1, 90-82-4",91396,2,1
DEXCHLORPHENIRAMINE#DEXTROMETHORPHAN#MEPYRAMINE#PHENYLEPHRINE,KOWA,PROHIST PREB,125-71-3,6018,1,0
DEXCHLORPHENIRAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,SHIONOGI_SEIYAKU,TANAFED DMX,125-71-3,6018,1,0
DEXCHLORPHENIRAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,SHIONOGI_SEIYAKU,TANAFED DMX,90-82-4,"13110, 91390, 91396",1,0
DEXCHLORPHENIRAMINE#HYDROCODONE#PHENYLEPHRINE,PERNIX,HYDEX PD,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
DEXCHLORPHENIRAMINE#PSEUDOEPHEDRINE,SHIONOGI_SEIYAKU,TANAFED DP,90-82-4,"13110, 91390, 91396",1,0
DEXCHLORPHENIRAMINE#PSEUDOEPHEDRINE#SCOPOLAMINE_METHYL_HYDROXIDE,KOWA,DURAHIST D,90-82-4,"13110, 91390, 91396",1,0
DEXTRANOMER#HYALURONIC_ACID,BAUSCH_HEALTH,SOLESTA,9004-61-9,"6807, 7103, 13469, 105492",1,0
DEXTROMETHORPHAN#DIPHENHYDRAMINE#GUAIFENESIN#PARACETAMOL#PHENYLEPHRINE,JOHNSON_&_JOHNSON,SUDAFED PE DAY/NIG,103-90-2,"48917, 64433, 68852",1,0
DEXTROMETHORPHAN#DIPHENHYDRAMINE#GUAIFENESIN#PARACETAMOL#PHENYLEPHRINE,JOHNSON_&_JOHNSON,SUDAFED PE DAY/NIG,125-71-3,6018,1,0
DEXTROMETHORPHAN#DIPHENHYDRAMINE#PARACETAMOL,AKORN,DIABETIC TUSSIN NT,103-90-2,"48917, 64433, 68852",1,0
DEXTROMETHORPHAN#DIPHENHYDRAMINE#PARACETAMOL,AKORN,DIABETIC TUSSIN NT,125-71-3,6018,1,0
DEXTROMETHORPHAN#DIPHENHYDRAMINE#PARACETAMOL#PHENYLEPHRINE,LAB_UNKNOWN,PE/APAP/DM/DP L.U.,103-90-2,"48917, 64433, 68852",1,0
DEXTROMETHORPHAN#DIPHENHYDRAMINE#PARACETAMOL#PHENYLEPHRINE,LAB_UNKNOWN,PE/APAP/DM/DP L.U.,125-71-3,6018,1,0
DEXTROMETHORPHAN#DIPHENHYDRAMINE#PHENYLEPHRINE,PERNIX,DYTAN-DM,125-71-3,6018,1,0
DEXTROMETHORPHAN#DOXYLAMINE,PROCTER_&_GAMBLE,VICKS FORMULA 44,125-71-3,6018,1,0
DEXTROMETHORPHAN#DOXYLAMINE,PROCTER_&_GAMBLE,VICKS FORMULA 44,469-21-6,"85192, 109953",1,0
DEXTROMETHORPHAN#DOXYLAMINE#GUAIFENESIN#PARACETAMOL,LAB_UNKNOWN,AP/DM/GUA/DXY L.U.,103-90-2,"48917, 64433, 68852",1,0
DEXTROMETHORPHAN#DOXYLAMINE#GUAIFENESIN#PARACETAMOL,LAB_UNKNOWN,AP/DM/GUA/DXY L.U.,125-71-3,6018,1,0
DEXTROMETHORPHAN#DOXYLAMINE#GUAIFENESIN#PARACETAMOL,LAB_UNKNOWN,AP/DM/GUA/DXY L.U.,469-21-6,"85192, 109953",1,0
DEXTROMETHORPHAN#DOXYLAMINE#PSEUDOEPHEDRINE,"SALLUS_LABS,_LLC",LORTUSS DM SALL,125-71-3,6018,1,0
DEXTROMETHORPHAN#DOXYLAMINE#PSEUDOEPHEDRINE,"SALLUS_LABS,_LLC",LORTUSS DM SALL,469-21-6,"85192, 109953",1,0
DEXTROMETHORPHAN#DOXYLAMINE#PSEUDOEPHEDRINE,"SALLUS_LABS,_LLC",LORTUSS DM SALL,90-82-4,"13110, 91390, 91396",1,0
DEXTROMETHORPHAN#EPHEDRINE,MAYNE_PHARMA_GROUP,DUR-TANN FORTE,125-71-3,6018,1,0
DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,MCR/AMERICAN_PHARM,MAXIFLU DM,103-90-2,"48917, 64433, 68852",1,0
DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,MCR/AMERICAN_PHARM,MAXIFLU DM,125-71-3,6018,1,0
DEXTROMETHORPHAN#MENTHOL,RECKITT_BENCKISER,DELSYM COUGH RF PL,125-71-3,6018,1,0
DEXTROMETHORPHAN#MEPYRAMINE,CAPITAL_PHARM,CAPRON DM,125-71-3,6018,1,0
DEXTROMETHORPHAN#MEPYRAMINE#PHENYLEPHRINE,SHIONOGI_SEIYAKU,CODIMAL DM,125-71-3,6018,1,0
DEXTROMETHORPHAN#MEPYRAMINE#PSEUDOEPHEDRINE,TIBER_PHARM,VIRAVAN-PDM,125-71-3,6018,1,0
DEXTROMETHORPHAN#MEPYRAMINE#PSEUDOEPHEDRINE,TIBER_PHARM,VIRAVAN-PDM,90-82-4,"13110, 91390, 91396",1,0
DEXTROMETHORPHAN#PHENYLEPHRINE#THONZYLAMINE,POLY_PHARM,POLY-HIST DM,125-71-3,6018,1,0
DEXTROMETHORPHAN#SULFOGAIACOL,BLANSETT,PROLEX DMX,125-71-3,6018,1,0
DICLOFENAMIDE#ISOMETHEPTENE#PARACETAMOL,EXCELLIUM_PHARM,EPIDREN,103-90-2,"48917, 64433, 68852",1,0
DICLOFENAMIDE#ISOMETHEPTENE#PARACETAMOL,EXCELLIUM_PHARM,EPIDREN,120-97-8,73309,1,0
DIIODOHYDROXYQUINOLINE#HYDROCORTISONE,ARTESA_LABS,VYTONE,50-23-7,48942,1,0
DIMETICONE#GLYCEROL#HYALURONIC_ACID#SOYA_LECITHIN,UNIV_MEDICAL_PROD,ACNEFREE POCKMARK,9004-61-9,"6807, 7103, 13469, 105492",1,0
DIOSMIN#HYDROCORTISONE#PRAMOCAINE,SEBELA_PHARMACEUT,ANALPRAM ADVANCED,50-23-7,48942,1,0
DIPHENHYDRAMINE#GUAIFENESIN#PARACETAMOL#PHENYLEPHRINE,RECKITT_BENCKISER,MUCINEX SINUS-MAX,103-90-2,"48917, 64433, 68852",1,0
DIPHENHYDRAMINE#HYDROCODONE#PHENYLEPHRINE,PERNIX,HYDRO-DP,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
DIPHENHYDRAMINE#HYDROCORTISONE#NYSTATIN,CUTIS_PHARMA,FIRST-DUKES,50-23-7,48942,1,0
DIPHENHYDRAMINE#HYDROCORTISONE#NYSTATIN#TETRACYCLINE,CUTIS_PHARMA,FIRST-MARYS MOUTHW,50-23-7,48942,1,0
DIPHENHYDRAMINE#IBUPROFEN,PFIZER,ADVIL PM,15687-27-1,57598,1,0
DIPHENHYDRAMINE#LIDOCAINE#NYSTATIN,CUTIS_PHARMA,FIRST-BXN,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455",1,0
DIPHENHYDRAMINE#NAPROXEN,BAYER,ALEVE PM,22204-53-1,17853,1,0
DL-LACTIC_ACID#MOMETASONE,INNOCUTIS,MOMEXIN,105102-22-5,"13594, 61413",1,0
DL-LACTIC_ACID#ULOBETASOL,JSJ_PHARMACEUTICAL,HALONATE,98651-66-2,"6292, 114745",1,0
DOCONEXENT#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,10417-94-4,70004,1,0
DOCONEXENT#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,24390-14-5,"10198, 46927, 74224, 92069",1,0
DOCONEXENT#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,564-25-0,"10198, 14440, 46927, 48140, 92069, 96277",1,0
DOCONEXENT#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,6217-54-5,70004,1,0
DOCONEXENT#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,"24390-14-5, 564-25-0",10198,2,0
DOCONEXENT#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,"24390-14-5, 564-25-0",46927,2,0
DOCONEXENT#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,"10417-94-4, 6217-54-5",70004,2,1
DOCONEXENT#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,"24390-14-5, 564-25-0",92069,2,0
DOCONEXENT#ETHYL-EICOSAPENT,GLAXOSMITHKLINE,LOVAZA,6217-54-5,70004,1,0
DOCOSAHEXANOIC_ACID#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,10417-94-4,70004,1,0
DOCOSAHEXANOIC_ACID#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,24390-14-5,"10198, 46927, 74224, 92069",1,0
DOCOSAHEXANOIC_ACID#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,564-25-0,"10198, 14440, 46927, 48140, 92069, 96277",1,0
DOCOSAHEXANOIC_ACID#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,6217-54-5,70004,1,0
DOCOSAHEXANOIC_ACID#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,"24390-14-5, 564-25-0",10198,2,0
DOCOSAHEXANOIC_ACID#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,"24390-14-5, 564-25-0",46927,2,0
DOCOSAHEXANOIC_ACID#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,"10417-94-4, 6217-54-5",70004,2,1
DOCOSAHEXANOIC_ACID#DOXYCYCLINE#ICOSAPENT#LINUM_USITATISSIMUM#VITAMIN_E,AKORN,NUTRIDOX,"24390-14-5, 564-25-0",92069,2,0
DOCOSAHEXANOIC_ACID#ETHYL-EICOSAPENT,GLAXOSMITHKLINE,LOVAZA,6217-54-5,70004,1,0
DOXYCYCLINE#OCTINOXATE#SALICYLIC_ACID#ZINC,AVIDAS_PHARM,AVIDOXY DK,24390-14-5,"10198, 46927, 74224, 92069",1,0
DOXYCYCLINE#OCTINOXATE#SALICYLIC_ACID#ZINC,AVIDAS_PHARM,AVIDOXY DK,564-25-0,"10198, 14440, 46927, 48140, 92069, 96277",1,0
DOXYCYCLINE#OCTINOXATE#SALICYLIC_ACID#ZINC,AVIDAS_PHARM,AVIDOXY DK,"24390-14-5, 564-25-0",10198,2,0
DOXYCYCLINE#OCTINOXATE#SALICYLIC_ACID#ZINC,AVIDAS_PHARM,AVIDOXY DK,"24390-14-5, 564-25-0",46927,2,0
DOXYCYCLINE#OCTINOXATE#SALICYLIC_ACID#ZINC,AVIDAS_PHARM,AVIDOXY DK,"24390-14-5, 564-25-0",92069,2,0
DOXYLAMINE#PARACETAMOL#PHENYLEPHRINE,LAB_UNKNOWN,PE/APAP/DXYL  L.U.,103-90-2,"48917, 64433, 68852",1,0
DOXYLAMINE#PARACETAMOL#PHENYLEPHRINE,LAB_UNKNOWN,PE/APAP/DXYL  L.U.,469-21-6,"85192, 109953",1,0
DOXYLAMINE#PARACETAMOL#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,TYLENOL-SINUS,103-90-2,"48917, 64433, 68852",1,0
DOXYLAMINE#PARACETAMOL#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,TYLENOL-SINUS,469-21-6,"85192, 109953",1,0
DOXYLAMINE#PARACETAMOL#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,TYLENOL-SINUS,90-82-4,"13110, 91390, 91396",1,0
DOXYLAMINE#PHENYLEPHRINE,POLY_PHARM,POLY HIST FORTE (O,469-21-6,"85192, 109953",1,0
DOXYLAMINE#PSEUDOEPHEDRINE,"SALLUS_LABS,_LLC",LORTUSS LQ,469-21-6,"85192, 109953",1,0
DOXYLAMINE#PSEUDOEPHEDRINE,"SALLUS_LABS,_LLC",LORTUSS LQ,90-82-4,"13110, 91390, 91396",1,0
DROSPIRENONE#ETHINYLESTRADIOL,TEVA,GIANVI,57-63-6,"2963, 4582, 10301, 12168, 12170, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 47516, 53557, 54904, 63014, 64446, 104110",1,0
DROSPIRENONE#ETHINYLESTRADIOL,TEVA,GIANVI,67392-87-4,2963,1,0
DROSPIRENONE#ETHINYLESTRADIOL,TEVA,GIANVI,"57-63-6, 67392-87-4",2963,2,1
DROSPIRENONE#ETHINYLESTRADIOL#LEVOMEFOLIC_ACID,LUPIN_LABORATORIES,DROS/ETHI/LEV LUPI,57-63-6,"2963, 4582, 10301, 12168, 12170, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 47516, 53557, 54904, 63014, 64446, 104110",1,0
DROSPIRENONE#ETHINYLESTRADIOL#LEVOMEFOLIC_ACID,LUPIN_LABORATORIES,DROS/ETHI/LEV LUPI,67392-87-4,2963,1,0
DROSPIRENONE#ETHINYLESTRADIOL#LEVOMEFOLIC_ACID,LUPIN_LABORATORIES,DROS/ETHI/LEV LUPI,"57-63-6, 67392-87-4",2963,2,1
DROSPIRENONE#ETHINYLESTRADIOL#METHYLFOLATE,LUPIN_LABORATORIES,TYDEMY,57-63-6,"2963, 4582, 10301, 12168, 12170, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 47516, 53557, 54904, 63014, 64446, 104110",1,0
DROSPIRENONE#ETHINYLESTRADIOL#METHYLFOLATE,LUPIN_LABORATORIES,TYDEMY,67392-87-4,2963,1,0
DROSPIRENONE#ETHINYLESTRADIOL#METHYLFOLATE,LUPIN_LABORATORIES,TYDEMY,"57-63-6, 67392-87-4",2963,2,1
DROSPIRENONE#ETHINYLESTRADIOL_BETADEX,BAYER,YAZ,67392-87-4,2963,1,0
DROSPIRENONE#ETHINYLESTRADIOL_BETADEX#METHYLFOLATE,BAYER,BEYAZ,67392-87-4,2963,1,0
ECONAZOLE,VALEANT_PHARMA,SPECTAZOLE,27220-47-9,90370,1,0
EFLORNITHINE,ALLERGAN,VANIQA,70052-12-9,6047,1,0
EPROSARTAN#HYDROCHLOROTHIAZIDE,ABBVIE,TEVETEN HCT,58-93-5,"54363, 70341, 80291",1,0
ESTRADIOL#NORETHISTERONE,HISAMITSU,COMBIPATCH,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 44378, 45697, 46417, 49122, 79128, 80874, 85758",1,0
ESTRADIOL#NORETHISTERONE,HISAMITSU,COMBIPATCH,68-22-4,"46282, 46926, 63014, 64446",1,0
ESTRADIOL#NORGESTIMATE,TEVA,PREFEST,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 44378, 45697, 46417, 49122, 79128, 80874, 85758",1,0
ETHINYLESTRADIOL#NORELGESTROMIN,MYLAN,XULANE,53016-31-2,4582,1,0
ETHINYLESTRADIOL#NORELGESTROMIN,MYLAN,XULANE,57-63-6,"2963, 4582, 10301, 12168, 12170, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 47516, 53557, 54904, 63014, 64446, 104110",1,0
ETHINYLESTRADIOL#NORELGESTROMIN,MYLAN,XULANE,"53016-31-2, 57-63-6",4582,2,1
FENAMISAL#HYOSCYAMINE#METHENAMINE#METHYLENE_BLUE#PHOSPHORIC_ACID,METHOD_PHARMA,URO-L,61-73-4,"74759, 81075",1,0
FENAMISAL#HYOSCYAMINE#METHENAMINE#METHYLENE_BLUE#SODIUM,METHOD_PHARMA,URO-MP,61-73-4,"74759, 81075",1,0
FENTANYL#ROPIVACAINE#SODIUM,PHARMEDIUM,FENTA/ROPI/NA PRMU,437-38-7,"5254, 10298, 12846, 31134, 44699, 55195, 56472, 58903",1,0
FLUNISOLIDE,TEVA,NASALIDE,3385-03-3,88048,1,0
FLUTICASONE_FUROATE#VILANTEROL,GLAXOSMITHKLINE,BREO ELLIPTA,397864-44-7,"57097, 59060",1,0
FLUTICASONE_FUROATE#VILANTEROL,GLAXOSMITHKLINE,BREO ELLIPTA,503068-34-6,59060,1,0
FLUTICASONE_FUROATE#VILANTEROL,GLAXOSMITHKLINE,BREO ELLIPTA,"397864-44-7, 503068-34-6",59060,2,1
FOLLITROPIN_BETA#GANIRELIX,MERCK_&_CO,FOLLISTIM/ANTAGON,124904-93-4,3196,1,0
FOSAPREPITANT,MERCK_&_CO,EMEND,172673-20-0,16021,1,0
GANIRELIX,MERCK_&_CO,GANIRELIX     M-CO,124904-93-4,3196,1,0
GLIBENCLAMIDE#METFORMIN,BRISTOL-MYERS_SQB.,GLUCOVANCE,10238-21-8,"29182, 46890",1,0
GLIBENCLAMIDE#METFORMIN,BRISTOL-MYERS_SQB.,GLUCOVANCE,1115-70-4,"6050, 49077, 49829",1,0
GLIBENCLAMIDE#METFORMIN,BRISTOL-MYERS_SQB.,GLUCOVANCE,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 55177, 56823, 67614, 82005, 93902",1,0
GLIBENCLAMIDE#METFORMIN,BRISTOL-MYERS_SQB.,GLUCOVANCE,"1115-70-4, 657-24-9",6050,2,0
GLIBENCLAMIDE#METFORMIN,BRISTOL-MYERS_SQB.,GLUCOVANCE,"10238-21-8, 657-24-9",29182,2,1
GLIBENCLAMIDE#METFORMIN,BRISTOL-MYERS_SQB.,GLUCOVANCE,"1115-70-4, 657-24-9",49077,2,0
GLIBENCLAMIDE#METFORMIN,BRISTOL-MYERS_SQB.,GLUCOVANCE,"1115-70-4, 657-24-9",49829,2,0
GLUCOSE#LEVOFLOXACIN,HIKMA_PHARMA,GLUCO/LEVOFLO HIKM,100986-85-4,48667,1,0
GLYCEROL#HYALURONIC_ACID,BAUSCH_HEALTH,OCEAN ULTRA,9004-61-9,"6807, 7103, 13469, 105492",1,0
GLYCEROL#HYDROCORTISONE#PARAFFIN_OIL,ARBOR_PHARM,PEDIADERM HC,50-23-7,48942,1,0
GLYCEROL#PARAFFIN_OIL#TRIAMCINOLONE_ACETONIDE,ARBOR_PHARM,PEDIADERM TA,76-25-5,"51082, 57893, 72124, 87173, 95157",1,0
GLYCOPYRRONIUM#INDACATEROL,SUMITOMO_DAINIPPON,UTIBRON NEOHALER,312753-06-3,53427,1,0
GLYCOPYRRONIUM#INDACATEROL,SUMITOMO_DAINIPPON,UTIBRON NEOHALER,596-51-0,"34139, 41417",1,0
GLYCOPYRRONIUM#INDACATEROL,SUMITOMO_DAINIPPON,UTIBRON NEOHALER,740028-90-4,"34139, 41417, 53427",1,0
GLYCOPYRRONIUM#INDACATEROL,SUMITOMO_DAINIPPON,UTIBRON NEOHALER,"596-51-0, 740028-90-4",34139,2,0
GLYCOPYRRONIUM#INDACATEROL,SUMITOMO_DAINIPPON,UTIBRON NEOHALER,"596-51-0, 740028-90-4",41417,2,0
GLYCOPYRRONIUM#INDACATEROL,SUMITOMO_DAINIPPON,UTIBRON NEOHALER,"312753-06-3, 740028-90-4",53427,2,1
GUAIACOL#HYDROCODONE,PERNIX,DE-CHLOR NX,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
GUAIFENESIN#HYDROCODONE,SHIONOGI_SEIYAKU,CODICLEAR DH,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,VANEX,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,VANEX,90-82-4,"13110, 91390, 91396",1,0
GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,VANEX,"125-29-1, 90-82-4",91390,2,1
GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,VANEX,"125-29-1, 90-82-4",91396,2,1
GUAIFENESIN#PARACETAMOL,JOHNSON_&_JOHNSON,TYLENOL CHEST CONG,103-90-2,"48917, 64433, 68852",1,0
GUAIFENESIN#PARACETAMOL#PHENYLEPHRINE,RECKITT_BENCKISER,MUCINEX SINUS-MAX,103-90-2,"48917, 64433, 68852",1,0
GUAIFENESIN#PARACETAMOL#PHENYLPROPANOLAMINE,UNIFIRST_FIRST,CCP CAFFEINE FREE,103-90-2,"48917, 64433, 68852",1,0
GUAIFENESIN#PENTOXYVERINE#PSEUDOEPHEDRINE,PERNIX,EXALL-D,90-82-4,"13110, 91390, 91396",1,0
HYALURONIC_ACID#KETOCONAZOLE#SALICYLIC_ACID,MEDIMETRIKS_PHARM,KETODAN,65277-42-1,"24486, 50198",1,0
HYALURONIC_ACID#KETOCONAZOLE#SALICYLIC_ACID,MEDIMETRIKS_PHARM,KETODAN,9004-61-9,"6807, 7103, 13469, 105492",1,0
HYALURONIC_ACID#LIDOCAINE,MPM_MEDICAL,REGENECARE HA,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455",1,0
HYALURONIC_ACID#LIDOCAINE,MPM_MEDICAL,REGENECARE HA,9004-61-9,"6807, 7103, 13469, 105492",1,0
HYDROCHLOROTHIAZIDE#QUINAPRIL,PFIZER,ACCURETIC,58-93-5,"54363, 70341, 80291",1,0
HYDROCHLOROTHIAZIDE#QUINAPRIL,PFIZER,ACCURETIC,85441-61-8,70341,1,0
HYDROCHLOROTHIAZIDE#QUINAPRIL,PFIZER,ACCURETIC,"58-93-5, 85441-61-8",70341,2,1
HYDROCODONE,MUNDIPHARMA_INT,HYSINGLA,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
HYDROCODONE#PSEUDOEPHEDRINE#TRIPROLIDINE,VINDEX,ZYMINE HC,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
HYDROCODONE#PSEUDOEPHEDRINE#TRIPROLIDINE,VINDEX,ZYMINE HC,90-82-4,"13110, 91390, 91396",1,0
HYDROCODONE#PSEUDOEPHEDRINE#TRIPROLIDINE,VINDEX,ZYMINE HC,"125-29-1, 90-82-4",91390,2,1
HYDROCODONE#PSEUDOEPHEDRINE#TRIPROLIDINE,VINDEX,ZYMINE HC,"125-29-1, 90-82-4",91396,2,1
HYDROCORTISONE#KETOCONAZOLE,GLAXOSMITHKLINE,XOLEGEL COREPAK,50-23-7,48942,1,0
HYDROCORTISONE#KETOCONAZOLE,GLAXOSMITHKLINE,XOLEGEL COREPAK,65277-42-1,"24486, 50198",1,0
HYDROCORTISONE#LIDOCAINE,NOVARTIS,LIDA MANTLE,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455",1,0
HYDROCORTISONE#LIDOCAINE,NOVARTIS,LIDA MANTLE,50-23-7,48942,1,0
HYOSCYAMINE#METHENAMINE#METHYLENE_BLUE#PHOSPHORIC_ACID,MISSION,UTIRA-C,61-73-4,"74759, 81075",1,0
HYOSCYAMINE#METHENAMINE#METHYLENE_BLUE#PHOSPHORUS#SALICYLIC_ACID,RIVERS_EDGE,DARCALMA,61-73-4,"74759, 81075",1,0
HYOSCYAMINE#METHENAMINE#METHYLENE_BLUE#SALICYLIC_ACID#SODIUM,PERNIX,UTICAP,61-73-4,"74759, 81075",1,0
HYOSCYAMINE#METHENAMINE#METHYLENE_BLUE#SODIUM,VINDEX,URISYM,61-73-4,"74759, 81075",1,0
INSULIN_ASPART#INSULIN_ASPART_PROTAMINE_CRYSTALLINE,NOVO_NORDISK,NOVOMIX,116094-23-6,"55898, 66519",1,0
INTERFERON_ALFA-2B#RIBAVIRIN,MERCK_&_CO,REBETRON,36791-04-5,"71886, 72706",1,0
KETOCONAZOLE#PYRITHIONE_ZINC,GLAXOSMITHKLINE,XOLEGEL DUO,65277-42-1,"24486, 50198",1,0
KETOTIFEN,GLAXOSMITHKLINE,PROFILASMIN-PED,34580-13-7,44412,1,0
KETOTIFEN,GLAXOSMITHKLINE,PROFILASMIN-PED,34580-14-8,44412,1,0
KETOTIFEN,GLAXOSMITHKLINE,PROFILASMIN-PED,"34580-13-7, 34580-14-8",44412,2,0
LAMIVUDINE#NELFINAVIR#ZIDOVUDINE,A-S_MEDICATION,HIV P.E.P.,134678-17-4,"73625, 90562, 101639, 109933, 113752",1,0
LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,RICOVIR L,134678-17-4,"73625, 90562, 101639, 109933, 113752",1,0
LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,RICOVIR L,201341-05-1,"14493, 73625, 109933, 113752",1,0
LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,RICOVIR L,"134678-17-4, 201341-05-1",73625,2,1
LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,RICOVIR L,"134678-17-4, 201341-05-1",109933,2,1
LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,RICOVIR L,"134678-17-4, 201341-05-1",113752,2,1
LANSOPRAZOLE#NAPROXEN,TAKEDA,PREVACID NAPRAPAC,22204-53-1,17853,1,0
