molecule,crp,intprd,cas,drugid
ETHINYLESTRADIOL#IRON_FERROUS#LEVONORGESTREL,AVION_PHARMA,BALCOLTRA,57-63-6,"2963, 4582, 10301, 12168, 12170, 12171, 13599, 13615, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 46935, 47516, 53557, 54904, 63014, 63268, 64446, 104110, 109108"
ETHINYLESTRADIOL#IRON_FERROUS#LEVONORGESTREL,AVION_PHARMA,BALCOLTRA,797-63-7,"12170, 14885, 14954, 22274, 37956, 37957, 46921, 53557, 55434, 63268, 82773, 109108"
ETHINYLESTRADIOL#IRON_FERROUS#NORETHISTERONE,TEVA,LOESTRIN FE 1/20-2,57-63-6,"2963, 4582, 10301, 12168, 12170, 12171, 13599, 13615, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 46935, 47516, 53557, 54904, 63014, 63268, 64446, 104110, 109108"
ETHINYLESTRADIOL#IRON_FERROUS#NORETHISTERONE,TEVA,LOESTRIN FE 1/20-2,68-22-4,"46282, 46926, 46935, 63014, 64446"
ETHINYLESTRADIOL#LEVONORGESTREL,TEVA,QUARTETTE,57-63-6,"2963, 4582, 10301, 12168, 12170, 12171, 13599, 13615, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 46935, 47516, 53557, 54904, 63014, 63268, 64446, 104110, 109108"
ETHINYLESTRADIOL#LEVONORGESTREL,TEVA,QUARTETTE,797-63-7,"12170, 14885, 14954, 22274, 37956, 37957, 46921, 53557, 55434, 63268, 82773, 109108"
ETHINYLESTRADIOL#NORGESTIMATE,JOHNSON_&_JOHNSON,ORTHO-TRI-CYCLEN,35189-28-7,12171
ETHINYLESTRADIOL#NORGESTIMATE,JOHNSON_&_JOHNSON,ORTHO-TRI-CYCLEN,57-63-6,"2963, 4582, 10301, 12168, 12170, 12171, 13599, 13615, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 46935, 47516, 53557, 54904, 63014, 63268, 64446, 104110, 109108"
ETIDRONIC_ACID,ALLERGAN,DIDRONEL,2809-21-4,3071
ETIDRONIC_ACID,ALLERGAN,DIDRONEL,7414-83-7,3071
ETODOLAC,PFIZER,LODINE,41340-25-4,5290
ETONOGESTREL,MERCK_&_CO,IMPLANON,54048-10-1,"13600, 13615"
ETOPOSIDE_PHOSPHATE,BRISTOL-MYERS_SQB.,ETOPOPHOS,117091-64-2,3072
ETRAVIRINE,JOHNSON_&_JOHNSON,INTELENCE,269055-15-4,30682
EVEROLIMUS,NOVARTIS,CERTICAN,159351-69-6,13340
EXEMESTANE,PFIZER,AROMASIN,107868-30-4,3081
EXENATIDE,ASTRAZENECA,BYDUREON,141758-74-9,"13572, 15534, 71833"
EZETIMIBE,MERCK_&_CO,ZETIA,163222-33-1,"11367, 34501, 57054"
EZETIMIBE#SIMVASTATIN,MERCK_&_CO,VYTORIN,163222-33-1,"11367, 34501, 57054"
EZETIMIBE#SIMVASTATIN,MERCK_&_CO,VYTORIN,79902-63-9,"34501, 51039, 62169, 64893"
FAMCICLOVIR,NOVARTIS,FAMVIR,104227-87-4,3098
FAMOTIDINE,JOHNSON_&_JOHNSON,PEPCID,76824-35-6,"13016, 56576"
FAMOTIDINE#IBUPROFEN,HORIZON_PHARMA,DUEXIS,15687-27-1,"10490, 16896, 56576, 57598"
FAMOTIDINE#IBUPROFEN,HORIZON_PHARMA,DUEXIS,76824-35-6,"13016, 56576"
FAMPRIDINE,ACORDA_THERAPEUTIC,AMPYRA,504-24-5,9811
FEBUXOSTAT,TAKEDA,ULORIC,144060-53-7,9605
FELBAMATE,MYLAN,FELBATOL,25451-15-4,3117
FELODIPINE,ASTRAZENECA,PLENDIL,72509-76-3,44290
FENOFIBRATE,ABBVIE,TRICOR,49562-28-9,"16986, 52636, 53837"
FENOFIBRIC_ACID,ARALEZ_PHARMACEUTI,FIBRICOR,42017-89-0,"55355, 80639"
FENOLDOPAM,PFIZER,CORLOPAM,67227-56-9,3119
FENOLDOPAM,PFIZER,CORLOPAM,67227-57-0,3119
FESOTERODINE,PFIZER,TOVIAZ,286930-02-7,17847
FESOTERODINE,PFIZER,TOVIAZ,286930-03-8,17847
FEXOFENADINE,SANOFI,TELFAST,83799-24-0,"8860, 48398"
FEXOFENADINE#PSEUDOEPHEDRINE,SANOFI,ALLEGRA-D,83799-24-0,"8860, 48398"
FEXOFENADINE#PSEUDOEPHEDRINE,SANOFI,ALLEGRA-D,90-82-4,"13110, 48398, 91390, 91396"
FIDAXOMICIN,MERCK_&_CO,DIFICID,873857-62-6,42147
FINASTERIDE,MERCK_&_CO,PROPECIA,98319-26-7,"3131, 66494, 103455"
FINGOLIMOD,NOVARTIS,GILENYA,162359-55-9,10154
FLIBANSERIN,BAUSCH_HEALTH,ADDYI,167933-07-5,8549
FLUCONAZOLE,PFIZER,DIFLUCAN,86386-73-4,44292
FLUDARABINE,SANOFI,FLUDARA,21679-14-1,6156
FLUOXETINE,LILLY,PROZAC,54910-89-3,"17558, 39769, 69817"
FLUOXETINE#OLANZAPINE,LILLY,SYMBYAX,132539-06-1,"3738, 39769, 61411"
FLUOXETINE#OLANZAPINE,LILLY,SYMBYAX,54910-89-3,"17558, 39769, 69817"
FLUTICASONE,GLAXOSMITHKLINE,FLIXOTIDE,90566-53-3,"3159, 42259, 53774, 60104, 87312"
FLUTICASONE#SALMETEROL,GLAXOSMITHKLINE,SERETIDE,89365-50-4,"14336, 44312, 95991"
FLUTICASONE#SALMETEROL,GLAXOSMITHKLINE,SERETIDE,90566-53-3,"3159, 42259, 53774, 60104, 87312"
FLUTICASONE_FUROATE,GLAXOSMITHKLINE,FLIXONASE,397864-44-7,"42259, 57097, 59060, 85008"
FLUTICASONE_FUROATE#UMECLIDINIUM_BROMIDE#VILANTEROL,GLAXOSMITHKLINE,TRELEGY ELLIPTA,397864-44-7,"42259, 57097, 59060, 85008"
FLUTICASONE_FUROATE#UMECLIDINIUM_BROMIDE#VILANTEROL,GLAXOSMITHKLINE,TRELEGY ELLIPTA,503068-34-6,"59060, 65876, 85008"
FLUTICASONE_FUROATE#UMECLIDINIUM_BROMIDE#VILANTEROL,GLAXOSMITHKLINE,TRELEGY ELLIPTA,869113-09-7,56992
FLUVASTATIN,NOVARTIS,LESCOL,93957-54-1,"3160, 91576"
FLUVASTATIN,NOVARTIS,LESCOL,93957-55-2,"3160, 91576"
FLUVOXAMINE,JAZZ_PHARMA,LUVOX,54739-18-3,"11629, 57689"
FOMEPIZOLE,JAZZ_PHARMA,ANTIZOL,7554-65-6,12990
FONDAPARINUX_SODIUM,MYLAN,ARIXTRA,114870-03-0,4476
FORMOTEROL,MYLAN,PERFOROMIST,73573-87-2,"6140, 30712, 55921, 57366, 60482, 63702"
FORMOTEROL#GLYCOPYRRONIUM,ASTRAZENECA,BEVESPI AEROSPHERE,596-51-0,"34139, 41417, 65415"
FORMOTEROL#GLYCOPYRRONIUM,ASTRAZENECA,BEVESPI AEROSPHERE,73573-87-2,"6140, 30712, 55921, 57366, 60482, 63702"
FORMOTEROL#GLYCOPYRRONIUM,ASTRAZENECA,BEVESPI AEROSPHERE,740028-90-4,"34139, 41417, 53427, 63702, 65415"
FORMOTEROL#MOMETASONE,MERCK_&_CO,DULERA,105102-22-5,"13594, 55921, 61413"
FORMOTEROL#MOMETASONE,MERCK_&_CO,DULERA,73573-87-2,"6140, 30712, 55921, 57366, 60482, 63702"
FOSAMPRENAVIR,GLAXOSMITHKLINE,LEXIVA,226700-79-4,24471
FOSINOPRIL,BRISTOL-MYERS_SQB.,MONOPRIL,98048-97-6,"3166, 70342"
FOSINOPRIL#HYDROCHLOROTHIAZIDE,BRISTOL-MYERS_SQB.,ELIDIUR,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291"
FOSINOPRIL#HYDROCHLOROTHIAZIDE,BRISTOL-MYERS_SQB.,ELIDIUR,98048-97-6,"3166, 70342"
FOSPHENYTOIN,PFIZER,CEREBYX,93390-81-9,3167
FOSPROPOFOL,EISAI,LUSEDRA,258516-87-9,51336
FOSPROPOFOL,EISAI,LUSEDRA,258516-89-1,51336
FOSTAMATINIB,RIGEL_PHARM,TAVALISSE,901119-35-5,44157
FROVATRIPTAN,ENDO_INTERNATIONAL,FROVA,158747-02-5,9022
FULVESTRANT,ASTRAZENECA,FASLODEX,129453-61-8,3313
FUROSEMIDE,VALIDUS_PHARM,LASIX,54-31-9,44598
GABAPENTIN,ASSERTIO,GRALISE,60142-96-3,"3188, 46863"
GALANTAMINE,JOHNSON_&_JOHNSON,REMINYL,357-70-0,"9409, 49657"
GANCICLOVIR,ROCHE,CYMEVENE,82410-32-0,"3195, 10515, 56647"
GATIFLOXACIN,ALLERGAN,ZYMAR,112811-59-3,"7017, 55814"
GEFITINIB,ASTRAZENECA,IRESSA,184475-35-2,11603
GEMCITABINE,LILLY,GEMZAR,95058-81-4,"3199, 98070"
GEMFIBROZIL,PFIZER,LOPID,25812-30-0,12922
GEMIFLOXACIN,VANSEN_PHARMA,FACTIVE,175463-14-6,11084
GEMTUZUMAB_OZOGAMICIN,PFIZER,MYLOTARG,220578-59-6,5202
GILTERITINIB,ASTELLAS_PHARMA,XOSPATA,1254053-43-4,86751
GLASDEGIB,PFIZER,DAURISMO,1095173-27-5,64205
GLATIRAMER_ACETATE,TEVA,COPAXONE,147245-92-9,8710
GLECAPREVIR#PIBRENTASVIR,ABBVIE,MAVIRET,1353900-92-1,101531
GLECAPREVIR#PIBRENTASVIR,ABBVIE,MAVIRET,1365970-03-1,101531
GLIMEPIRIDE,SANOFI,AMARYL,93479-97-1,"8832, 48179, 53522"
GLIMEPIRIDE#PIOGLITAZONE,TAKEDA,DUETACT,111025-46-8,"4126, 48279, 53522, 55177, 59795"
GLIMEPIRIDE#PIOGLITAZONE,TAKEDA,DUETACT,112529-15-4,4126
GLIMEPIRIDE#PIOGLITAZONE,TAKEDA,DUETACT,93479-97-1,"8832, 48179, 53522"
GLIMEPIRIDE#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDARYL,122320-73-4,"8976, 48179, 56823"
GLIMEPIRIDE#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDARYL,93479-97-1,"8832, 48179, 53522"
GLIPIZIDE,PFIZER,GLUCOTROL XL,29094-61-9,3207
GLIPIZIDE#METFORMIN,BRISTOL-MYERS_SQB.,METAGLIP,1115-70-4,"6050, 49077, 49829"
GLIPIZIDE#METFORMIN,BRISTOL-MYERS_SQB.,METAGLIP,29094-61-9,3207
GLIPIZIDE#METFORMIN,BRISTOL-MYERS_SQB.,METAGLIP,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902"
GLYCEROL_PHENYLBUTYRATE,HORIZON_PHARMA,RAVICTI,611168-24-2,57961
GLYCOPYRRONIUM,SUMITOMO_DAINIPPON,LONHALA MAGNAIR,596-51-0,"34139, 41417, 65415"
GLYCOPYRRONIUM,SUMITOMO_DAINIPPON,LONHALA MAGNAIR,740028-90-4,"34139, 41417, 53427, 63702, 65415"
GOLIMUMAB,JOHNSON_&_JOHNSON,SIMPONI,476181-74-5,"42857, 102824"
GOSERELIN,TERSERA_THERAPEUT,ZOLADEX,65807-02-5,7286
GRANISETRON,KYOWA_HAKKO_KIRIN,SANCUSO,109889-09-0,"3241, 49659, 50837"
GREPAFLOXACIN,GLAXOSMITHKLINE,RAXAR,119914-60-2,5620
GUANFACINE,TAKEDA,INTUNIV,29110-47-2,24509
HISTRELIN,ENDO_INTERNATIONAL,VANTAS,76712-82-8,"3286, 21934"
HYALURONIC_ACID,JOHNSON_&_JOHNSON,HEALON,9004-61-9,"3302, 6807, 7103, 13469, 105492"
HYDRALAZINE#ISOSORBIDE_DINITRATE,ARBOR_PHARM,BIDIL,86-54-4,13008
HYDRALAZINE#ISOSORBIDE_DINITRATE,ARBOR_PHARM,BIDIL,87-33-2,"13008, 49719"
HYDROCHLOROTHIAZIDE#IRBESARTAN,SANOFI,COAPROVEL,138402-11-6,"4469, 24189"
HYDROCHLOROTHIAZIDE#IRBESARTAN,SANOFI,COAPROVEL,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291"
HYDROCHLOROTHIAZIDE#LISINOPRIL,ALVOGEN,ZESTORETIC,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291"
HYDROCHLOROTHIAZIDE#LISINOPRIL,ALVOGEN,ZESTORETIC,76547-98-3,"44601, 69924, 99504"
HYDROCHLOROTHIAZIDE#LOSARTAN,MERCK_&_CO,HYZAAR,114798-26-4,"3517, 70334"
HYDROCHLOROTHIAZIDE#LOSARTAN,MERCK_&_CO,HYZAAR,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291"
HYDROCHLOROTHIAZIDE#OLMESARTAN_MEDOXOMIL,DAIICHI_SANKYO,BENICAR HCT,144689-63-4,8946
HYDROCHLOROTHIAZIDE#OLMESARTAN_MEDOXOMIL,DAIICHI_SANKYO,BENICAR HCT,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291"
HYDROCHLOROTHIAZIDE#TELMISARTAN,BOEHRINGER_INGEL,MICARDIS HCT,144701-48-4,"5051, 61090, 70337"
HYDROCHLOROTHIAZIDE#TELMISARTAN,BOEHRINGER_INGEL,MICARDIS HCT,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291"
HYDROCHLOROTHIAZIDE#VALSARTAN,NOVARTIS,CO-DIOVAN,137862-53-4,"2773, 16073, 54288, 54291, 58782, 70525, 75647, 99721"
HYDROCHLOROTHIAZIDE#VALSARTAN,NOVARTIS,CO-DIOVAN,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291"
HYDROCODONE#IBUPROFEN,ABBVIE,VICOPROFEN,125-29-1,"16896, 59692, 66538, 69798, 83624, 91390, 91396"
HYDROCODONE#IBUPROFEN,ABBVIE,VICOPROFEN,15687-27-1,"10490, 16896, 56576, 57598"
HYDROXYCARBAMIDE,BRISTOL-MYERS_SQB.,HYDREA,127-07-1,"8888, 62425"
IBANDRONIC_ACID,ROCHE,BONVIVA,114084-78-5,"2642, 48377"
IBRUTINIB,ABBVIE,IMBRUVICA,936563-96-1,55237
IBUPROFEN#OXYCODONE,ALLERGAN,COMBUNOX,15687-27-1,"10490, 16896, 56576, 57598"
IBUPROFEN#OXYCODONE,ALLERGAN,COMBUNOX,76-42-6,"10490, 12418, 50457, 56687, 57516, 68852, 68997, 69025, 70573, 73918, 106091"
IBUTILIDE,PFIZER,CORVERT,122647-31-8,3307
IBUTILIDE,PFIZER,CORVERT,122647-32-9,3307
ICATIBANT,TAKEDA,FIRAZYR,130308-48-4,3310
IDELALISIB,GILEAD_SCIENCES,ZYDELIG,870281-82-6,48319
ILOPERIDONE,VANDA_PHARM,FANAPT,133454-47-4,10106
ILOPROST,JOHNSON_&_JOHNSON,VENTAVIS,78919-13-8,6149
IMATINIB,NOVARTIS,GLIVEC,152459-95-5,11460
IMIQUIMOD,BAUSCH_HEALTH,ALDARA,99011-02-6,7067
INDACATEROL,SUMITOMO_DAINIPPON,ARCAPTA NEOHALER,312753-06-3,"32355, 53427"
INDINAVIR,MERCK_&_CO,CRIXIVAN,150378-17-9,5321
INDOMETACIN,IROKO_PHARM,INDOCIN,53-86-1,69636
INGENOL_MEBUTATE,LEO_PHARMA,PICATO,75567-37-2,32757
INOTUZUMAB_OZOGAMICIN,PFIZER,BESPONSA,635715-01-4,2714
INSULIN_ASPART,NOVO_NORDISK,NOVORAPID,116094-23-6,"10411, 55898, 66519"
INSULIN_DEGLUDEC#LIRAGLUTIDE,NOVO_NORDISK,XULTOPHY,204656-20-2,"5148, 64513"
INSULIN_DETEMIR,NOVO_NORDISK,LEVEMIR,169148-63-4,17426
INSULIN_GLARGINE,SANOFI,LANTUS,160337-95-1,"10252, 64752, 69690, 73334, 90041"
INSULIN_GLARGINE#LIXISENATIDE,SANOFI,SOLIQUA,160337-95-1,"10252, 64752, 69690, 73334, 90041"
INSULIN_GLULISINE,SANOFI,APIDRA,207748-29-6,23381
IPRATROPIUM_BROMIDE,BOEHRINGER_INGEL,ATROVENT,22254-24-6,"44297, 44415, 46930"
IPRATROPIUM_BROMIDE#SALBUTAMOL,BOEHRINGER_INGEL,COMBIVENT,18559-94-9,"44310, 44415, 48517, 48938, 51011"
IPRATROPIUM_BROMIDE#SALBUTAMOL,BOEHRINGER_INGEL,COMBIVENT,22254-24-6,"44297, 44415, 46930"
IRBESARTAN,SANOFI,APROVEL,138402-11-6,"4469, 24189"
IRINOTECAN,PFIZER,CAMPTOSAR,100286-90-6,2871
IRINOTECAN,PFIZER,CAMPTOSAR,97682-44-5,"2871, 53029"
ISAVUCONAZOLE,ASTELLAS_PHARMA,CRESEMBA,241479-67-4,"36495, 55169"
ISAVUCONAZONIUM,ASTELLAS_PHARMA,CRESEMBA,742049-41-8,"36495, 55169"
ISOTRETINOIN,ROCHE,ROACCUTANE,4759-48-2,"44318, 77798"
IVACAFTOR,VERTEX_PHARMA,KALYDECO,873054-44-5,"50417, 70904, 83569"
IVACAFTOR#LUMACAFTOR,VERTEX_PHARMA,ORKAMBI,873054-44-5,"50417, 70904, 83569"
IVACAFTOR#LUMACAFTOR,VERTEX_PHARMA,ORKAMBI,936727-05-8,83569
IVACAFTOR#TEZACAFTOR,VERTEX_PHARMA,SYMDEKO,1152311-62-0,70904
IVACAFTOR#TEZACAFTOR,VERTEX_PHARMA,SYMDEKO,873054-44-5,"50417, 70904, 83569"
IVERMECTIN,NESTLE,SOOLANTRA,70288-86-7,"3412, 57639, 75149"
IVOSIDENIB,AGIOS,TIBSOVO,1448347-49-6,72635
IXABEPILONE,R-PHARM,IXEMPRA,219989-84-1,15541
IXAZOMIB,TAKEDA,NINLARO,1072833-77-2,64947
KETOCONAZOLE,JOHNSON_&_JOHNSON,NIZORAL,65277-42-1,"24486, 44299, 50198"
KETOROLAC,ALLERGAN,ACULAR,74103-06-3,"3422, 3423, 55698, 59416"
KETOROLAC#PHENYLEPHRINE,OMEROS_CORP,OMIDRIA,59-42-7,59416
KETOROLAC#PHENYLEPHRINE,OMEROS_CORP,OMIDRIA,74103-06-3,"3422, 3423, 55698, 59416"
LACOSAMIDE,UCB,VIMPAT,175481-36-4,21038
LAMIVUDINE,GLAXOSMITHKLINE,EPIVIR,134678-17-4,"3474, 16696, 26574, 48181, 65069, 69973, 73625, 90562, 96077, 101639, 109933, 113752"
LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,COMBIVIR,134678-17-4,"3474, 16696, 26574, 48181, 65069, 69973, 73625, 90562, 96077, 101639, 109933, 113752"
LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,COMBIVIR,30516-87-1,"16696, 26574, 44316"
LAMOTRIGINE,GLAXOSMITHKLINE,LAMICTAL,84057-84-1,"6189, 48478, 58672"
LANREOTIDE,IPSEN,SOMATULINE,108736-35-2,9313
LANSOPRAZOLE,TAKEDA,TAKEPRON,103577-45-3,6104
LANSOPRAZOLE,TAKEDA,TAKEPRON,138530-94-6,51277
LAPATINIB,NOVARTIS,TYKERB,231277-92-2,33591
LAPATINIB,NOVARTIS,TYKERB,388082-78-8,33591
LAROTRECTINIB,LILLY,VITRAKVI,1223403-58-4,86278
LATANOPROST,PFIZER,XALATAN,130209-82-4,"3480, 86590, 89295"
LATANOPROSTENE_BUNOD,BAUSCH_HEALTH,VYZULTA,860005-21-6,55055
LEDIPASVIR#SOFOSBUVIR,GILEAD_SCIENCES,HARVONI,1190307-88-0,"65416, 79811, 88619, 95212"
LEDIPASVIR#SOFOSBUVIR,GILEAD_SCIENCES,HARVONI,1256388-51-8,79811
LEFLUNOMIDE,SANOFI,ARAVA,75706-12-6,3488
LENALIDOMIDE,CELGENE_CORP,REVLIMID,191732-72-6,27572
LENVATINIB,EISAI,LENVIMA,417716-92-8,45841
LESINURAD,IRONWOOD,ZURAMPIC,878672-00-5,60236
LETERMOVIR,MERCK_&_CO,PREVYMIS,917389-32-3,62084
LETROZOLE,NOVARTIS,FEMARA,112809-51-5,"2784, 65360"
LEUPRORELIN,ABBVIE,LUPRON,53714-56-0,"5267, 11822, 14442"
LEVAMISOLE,JOHNSON_&_JOHNSON,DECARIS,14769-73-4,6074
LEVETIRACETAM,UCB,KEPPRA,102767-28-2,"5665, 52623, 58240, 89370, 94112"
LEVOBUPIVACAINE,MUNDI_INT,CHIROCAINE,27262-47-1,8863
LEVOCARNITINE,ALFASIGMA,CARNICOR,541-15-1,11562
LEVOCETIRIZINE,SANOFI,XYZAL,130018-77-8,18057
LEVOFLOXACIN,JOHNSON_&_JOHNSON,LEVAQUIN,100986-85-4,"3492, 48667"
LEVOMILNACIPRAN,ALLERGAN,FETZIMA,96847-54-0,54889
LEVOSALBUTAMOL,SUMITOMO_DAINIPPON,XOPENEX,34391-04-3,"8859, 46858"
LEVOTHYROXINE_SODIUM,ABBVIE,SYNTHROID,55-03-8,"44389, 44758, 48943, 104699"
LIDOCAINE,AKORN,AKTEN,137-58-6,"12433, 15198, 23015, 44403, 53738, 54738, 54740, 90455"
LIDOCAINE#TETRACAINE,GALEN,SYNERA,137-58-6,"12433, 15198, 23015, 44403, 53738, 54738, 54740, 90455"
LIDOCAINE#TETRACAINE,GALEN,SYNERA,94-24-6,"54738, 54740, 69367"
LIFITEGRAST,TAKEDA,XIIDRA,1025967-78-5,51185
LINACLOTIDE,ALLERGAN,LINZESS,851199-59-2,49882
LINAGLIPTIN,BOEHRINGER_INGEL,TRADJENTA,668270-12-0,"55852, 67953, 68567"
LINAGLIPTIN#METFORMIN,BOEHRINGER_INGEL,JENTADUETO,1115-70-4,"6050, 49077, 49829"
LINAGLIPTIN#METFORMIN,BOEHRINGER_INGEL,JENTADUETO,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902"
LINAGLIPTIN#METFORMIN,BOEHRINGER_INGEL,JENTADUETO,668270-12-0,"55852, 67953, 68567"
LINEZOLID,PFIZER,ZYVOX,165800-03-3,11036
LIRAGLUTIDE,NOVO_NORDISK,VICTOZA,204656-20-2,"5148, 64513"
LISDEXAMFETAMINE,TAKEDA,VYVANSE,608137-32-2,51047
LISINOPRIL,MERCK_&_CO,PRINIVIL,76547-98-3,"44601, 69924, 99504"
LOFEXIDINE,US_WORLDMEDS,LUCEMYRA,31036-80-3,31624
LOMEFLOXACIN,PFIZER,MAXAQUIN,98079-51-7,"3510, 87054"
LOMITAPIDE,NOVELION,JUXTAPID,182431-12-5,56229
LOPINAVIR#RITONAVIR,ABBVIE,KALETRA,155213-67-5,"7310, 14681, 81782, 100124"
LOPINAVIR#RITONAVIR,ABBVIE,KALETRA,192725-17-0,14681
LORATADINE,BAYER,CLARITIN,79794-75-5,3516
LORAZEPAM,BAUSCH_HEALTH,ATIVAN,846-49-1,44362
LORCASERIN,EISAI,BELVIQ,616202-92-7,"47504, 90560"
LORLATINIB,PFIZER,LORBRENA,1454846-35-5,88045
LOSARTAN,MERCK_&_CO,COZAAR,114798-26-4,"3517, 70334"
LOTEPREDNOL,BAUSCH_HEALTH,LOTEMAX,82034-46-6,"9548, 12784, 85097, 88461"
LOTEPREDNOL#TOBRAMYCIN,BAUSCH_HEALTH,ZYLET,32986-56-4,"11232, 12784, 44785, 48940, 81695"
LOTEPREDNOL#TOBRAMYCIN,BAUSCH_HEALTH,ZYLET,82034-46-6,"9548, 12784, 85097, 88461"
LOVASTATIN,COVIS_PHARMA,ALTOPREV,75330-75-5,"18206, 32693, 44300"
LOVASTATIN#NICOTINIC_ACID,ABBVIE,ADVICOR,59-67-6,"18206, 43841, 51039"
LOVASTATIN#NICOTINIC_ACID,ABBVIE,ADVICOR,75330-75-5,"18206, 32693, 44300"
LOXAPINE,GALEN,ADASUVE,1977-10-2,53914
LUBIPROSTONE,TAKEDA,AMITIZA,333963-40-9,40669
LULICONAZOLE,BAUSCH_HEALTH,LUZU,187164-19-8,16891
LURASIDONE,SUMITOMO_DAINIPPON,LATUDA,367514-87-2,8732
LUSUTROMBOPAG,SHIONOGI_SEIYAKU,MULPLETA,1110766-97-6,57835
MACITENTAN,JOHNSON_&_JOHNSON,OPSUMIT,441798-33-0,52854
MAFENIDE,MYLAN,SULFAMYLON,138-39-6,18061
MARAVIROC,GLAXOSMITHKLINE,SELZENTRY,376348-65-1,37613
MEDROXYPROGESTERONE,PFIZER,DEPO PROVERA,520-85-4,44404
MEGESTROL,ENDO_INTERNATIONAL,MEGACE,3562-63-8,72086
MELOXICAM,BOEHRINGER_INGEL,MOBIC,71125-38-7,"3610, 71214"
MEMANTINE,ALLERGAN,NAMENDA,19982-08-2,"11547, 63655, 70630"
MEQUINOL#TRETINOIN,GLAXOSMITHKLINE,SOLAGE,150-76-5,51632
MEQUINOL#TRETINOIN,GLAXOSMITHKLINE,SOLAGE,302-79-4,"9247, 12785, 13654, 51632, 56385, 62738, 98161"
MERCAPTAMINE,MYLAN,CYSTAGON,60-23-1,"58972, 60108, 63513"
MEROPENEM,PFIZER,MERREM,119478-56-7,3616
MEROPENEM,PFIZER,MERREM,96036-03-2,"3616, 93582"
MEROPENEM#VABORBACTAM,MELINTA_THERAPEUT,VABOMERE,119478-56-7,3616
MEROPENEM#VABORBACTAM,MELINTA_THERAPEUT,VABOMERE,1360457-46-0,93582
MEROPENEM#VABORBACTAM,MELINTA_THERAPEUT,VABOMERE,96036-03-2,"3616, 93582"
MESALAZINE,BAUSCH_HEALTH,APRISO,89-57-6,"41905, 44997, 46923, 64783, 83217"
MESNA,BAXTER_INT,MESNEX,19767-45-4,24142
METAXALONE,PFIZER,SKELAXIN,1665-48-1,44405
METFORMIN#REPAGLINIDE,NOVO_NORDISK,PRANDIMET,1115-70-4,"6050, 49077, 49829"
METFORMIN#REPAGLINIDE,NOVO_NORDISK,PRANDIMET,135062-02-1,"4212, 56555"
METFORMIN#REPAGLINIDE,NOVO_NORDISK,PRANDIMET,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902"
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,1115-70-4,"6050, 49077, 49829"
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,361442-04-8,"44417, 59100, 83956, 93902"
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902"
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,945667-22-1,44417
METFORMIN#SITAGLIPTIN,MERCK_&_CO,JANUMET,1115-70-4,"6050, 49077, 49829"
METFORMIN#SITAGLIPTIN,MERCK_&_CO,JANUMET,486460-32-6,"44499, 54657, 62169, 84869"
