molecule,crp,intprd,cas,matched_drugid,match_type_ncas,different_compounds
DAPAGLIFLOZIN#METFORMIN,ASTRAZENECA,XIGDUO,"1115-70-4, 657-24-9",49829,2,0
DAPAGLIFLOZIN#METFORMIN,ASTRAZENECA,XIGDUO,"461432-26-8, 657-24-9",59370,2,1
DAPAGLIFLOZIN#METFORMIN,ASTRAZENECA,XIGDUO,"461432-26-8, 657-24-9",93902,2,1
DAPAGLIFLOZIN#SAXAGLIPTIN,ASTRAZENECA,QTERN,361442-04-8,"44417, 59100, 83956, 93902",1,0
DAPAGLIFLOZIN#SAXAGLIPTIN,ASTRAZENECA,QTERN,461432-26-8,"52192, 59370, 83956, 93902",1,0
DAPAGLIFLOZIN#SAXAGLIPTIN,ASTRAZENECA,QTERN,945667-22-1,44417,1,0
DAPAGLIFLOZIN#SAXAGLIPTIN,ASTRAZENECA,QTERN,"361442-04-8, 945667-22-1",44417,2,0
DAPAGLIFLOZIN#SAXAGLIPTIN,ASTRAZENECA,QTERN,"361442-04-8, 461432-26-8",83956,2,1
DAPAGLIFLOZIN#SAXAGLIPTIN,ASTRAZENECA,QTERN,"361442-04-8, 461432-26-8",93902,2,1
DAPIPRAZOLE,VALEANT_PHARMA,REV-EYES,72822-12-9,6014,1,0
DAPSONE,ALMIRALL,ACZONE,80-08-0,22204,1,0
DAPTOMYCIN,MERCK_&_CO,CUBICIN,103060-53-3,2911,1,0
DARIFENACIN,ALLERGAN,ENABLEX,133099-04-4,8735,1,0
DARUNAVIR,JOHNSON_&_JOHNSON,PREZISTA,206361-99-1,"32981, 72148, 72153",1,0
DASATINIB,BRISTOL-MYERS_SQB.,SPRYCEL,302962-49-8,48946,1,0
DASATINIB,BRISTOL-MYERS_SQB.,SPRYCEL,863127-77-9,48946,1,0
DASATINIB,BRISTOL-MYERS_SQB.,SPRYCEL,"302962-49-8, 863127-77-9",48946,2,0
DECITABINE,OTSUKA,DACOGEN,2353-33-5,13239,1,0
DEFERASIROX,NOVARTIS,EXJADE,201530-41-8,19300,1,0
DEFERIPRONE,APOTEX,FERRIPROX,30652-11-0,3431,1,0
DEFEROXAMINE,NOVARTIS,DESFERAL,70-51-9,45417,1,0
DEFLAZACORT,PTC_THERAPEUTICS,EMFLAZA,14484-47-0,86985,1,0
DEGARELIX,FERRING,FIRMAGON,214766-78-6,28453,1,0
DELAFLOXACIN,MELINTA_THERAPEUT,BAXDELA,189279-58-1,"16671, 60043",1,0
DELAVIRDINE,GLAXOSMITHKLINE,RESCRIPTOR,136817-59-9,6241,1,0
DESFLURANE,BAXTER_INT,SUPRANE,57041-67-5,6027,1,0
DESLORATADINE,MERCK_&_CO,AERIUS,100643-71-8,"14319, 44407",1,0
DESLORATADINE#PSEUDOEPHEDRINE,MERCK_&_CO,CLARINEX-D,100643-71-8,"14319, 44407",1,0
DESLORATADINE#PSEUDOEPHEDRINE,MERCK_&_CO,CLARINEX-D,90-82-4,"13110, 48398, 91390, 91396",1,0
DESMOPRESSIN,FERRING,DESMOPRESSIN  FRNG,16679-58-6,"60934, 62006",1,0
DESOGESTREL#ETHINYLESTRADIOL,MERCK_&_CO,MARVELON,54024-22-5,"13599, 13648",1,0
DESOGESTREL#ETHINYLESTRADIOL,MERCK_&_CO,MARVELON,57-63-6,"2963, 4582, 10301, 12168, 12170, 12171, 13599, 13615, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 46935, 47516, 53557, 54904, 63014, 63268, 64446, 104110, 109108",1,0
DESOGESTREL#ETHINYLESTRADIOL,MERCK_&_CO,MARVELON,"54024-22-5, 57-63-6",13599,2,1
DESOGESTREL#ETHINYLESTRADIOL,MERCK_&_CO,MARVELON,"54024-22-5, 57-63-6",13648,2,1
DESVENLAFAXINE,PFIZER,PRISTIQ,93413-62-8,"6039, 86307, 86349",1,0
DEUTETRABENAZINE,TEVA,AUSTEDO,1392826-25-3,79041,1,0
DEXAMETHASONE,ALLERGAN,OZURDEX,50-02-2,"12737, 48940, 51007, 65274, 80269",1,0
DEXAMETHASONE#TOBRAMYCIN,NOVARTIS,TOBRADEX,32986-56-4,"11232, 12784, 44785, 48940, 81695",1,0
DEXAMETHASONE#TOBRAMYCIN,NOVARTIS,TOBRADEX,50-02-2,"12737, 48940, 51007, 65274, 80269",1,0
DEXAMETHASONE#TOBRAMYCIN,NOVARTIS,TOBRADEX,"32986-56-4, 50-02-2",48940,2,1
DEXLANSOPRAZOLE,TAKEDA,DEXILANT,138530-94-6,51277,1,0
DEXMEDETOMIDINE,PFIZER,PRECEDEX,113775-47-6,8783,1,0
DEXMETHYLPHENIDATE,NOVARTIS,FOCALIN,40431-64-9,"14214, 48978, 102193",1,0
DEXRAZOXANE,PFIZER,ZINECARD,24584-09-6,"7126, 54689",1,0
DEXTROMETHORPHAN#QUINIDINE,OTSUKA,NUEDEXTA,125-71-3,"6018, 21960",1,0
DEXTROMETHORPHAN#QUINIDINE,OTSUKA,NUEDEXTA,56-54-2,21960,1,0
DEXTROMETHORPHAN#QUINIDINE,OTSUKA,NUEDEXTA,"125-71-3, 56-54-2",21960,2,1
DICLOFENAC,ENDO_INTERNATIONAL,VOLTAREN,15307-86-5,"5296, 10269, 14410, 16937, 41500, 53562, 54118, 61461, 69641, 86050",1,0
DICLOFENAC#MISOPROSTOL,PFIZER,ARTHROTEC,15307-86-5,"5296, 10269, 14410, 16937, 41500, 53562, 54118, 61461, 69641, 86050",1,0
DICLOFENAC#MISOPROSTOL,PFIZER,ARTHROTEC,59122-46-2,"5296, 5312, 17853",1,0
DICLOFENAC#MISOPROSTOL,PFIZER,ARTHROTEC,"15307-86-5, 59122-46-2",5296,2,1
DIDANOSINE,BRISTOL-MYERS_SQB.,VIDEX,69655-05-6,2935,1,0
DIENOGEST#ESTRADIOL,BAYER,QLAIRA,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 22274, 22275, 44378, 45697, 46417, 47420, 49122, 79128, 80874, 85758, 85865",1,0
DIENOGEST#ESTRADIOL,BAYER,QLAIRA,65928-58-7,45857,1,0
DIFLUPREDNATE,NOVARTIS,DUREZOL,23674-86-4,55599,1,0
DILTIAZEM,BAUSCH_HEALTH,CARDIZEM,42399-41-7,"13663, 44288, 46078",1,0
DILTIAZEM#ENALAPRIL,SANOFI,TECZEM,42399-41-7,"13663, 44288, 46078",1,0
DILTIAZEM#ENALAPRIL,SANOFI,TECZEM,75847-73-3,"13663, 44289, 52092, 83183",1,0
DILTIAZEM#ENALAPRIL,SANOFI,TECZEM,"42399-41-7, 75847-73-3",13663,2,1
DIMETHYL_FUMARATE,BIOGEN,TECFIDERA,624-49-7,47019,1,0
DIRITHROMYCIN,MEDA,DYNABAC,62013-04-1,2943,1,0
DOCETAXEL,SANOFI,TAXOTERE,114977-28-5,"2953, 96008",1,0
DOCOSANOL,GLAXOSMITHKLINE,ABREVA,661-19-8,3497,1,0
DOFETILIDE,PFIZER,TIKOSYN,115256-11-6,2954,1,0
DOLASETRON,SANOFI,ANZEMET,115956-12-2,2955,1,0
DOLUTEGRAVIR,GLAXOSMITHKLINE,TIVICAY,1051375-16-6,"59062, 69973, 91586, 101639",1,0
DOLUTEGRAVIR#RILPIVIRINE,GLAXOSMITHKLINE,JULUCA,1051375-16-6,"59062, 69973, 91586, 101639",1,0
DOLUTEGRAVIR#RILPIVIRINE,GLAXOSMITHKLINE,JULUCA,500287-72-9,"52857, 63988, 91586, 94396",1,0
DOLUTEGRAVIR#RILPIVIRINE,GLAXOSMITHKLINE,JULUCA,"1051375-16-6, 500287-72-9",91586,2,1
DONEPEZIL,EISAI,ARICEPT,120014-06-4,"2992, 70630",1,0
DONEPEZIL#MEMANTINE,ALLERGAN,NAMZARIC,120014-06-4,"2992, 70630",1,0
DONEPEZIL#MEMANTINE,ALLERGAN,NAMZARIC,19982-08-2,"11547, 63655, 70630",1,0
DONEPEZIL#MEMANTINE,ALLERGAN,NAMZARIC,"120014-06-4, 19982-08-2",70630,2,1
DORAVIRINE,MERCK_&_CO,PIFELTRO,1338225-97-0,"74480, 96077",1,0
DORAVIRINE#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MERCK_&_CO,DELSTRIGO,1338225-97-0,"74480, 96077",1,0
DORAVIRINE#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MERCK_&_CO,DELSTRIGO,134678-17-4,"3474, 16696, 26574, 48181, 65069, 69973, 73625, 90562, 96077, 101639, 109933, 113752",1,0
DORAVIRINE#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MERCK_&_CO,DELSTRIGO,201341-05-1,"14493, 49219, 50038, 62277, 63988, 65069, 73625, 96077, 109933, 113752",1,0
DORAVIRINE#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MERCK_&_CO,DELSTRIGO,"134678-17-4, 201341-05-1",65069,2,1
DORAVIRINE#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MERCK_&_CO,DELSTRIGO,"134678-17-4, 201341-05-1",73625,2,1
DORAVIRINE#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MERCK_&_CO,DELSTRIGO,"1338225-97-0, 134678-17-4, 201341-05-1",96077,3,1
DORAVIRINE#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MERCK_&_CO,DELSTRIGO,"134678-17-4, 201341-05-1",109933,2,1
DORAVIRINE#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MERCK_&_CO,DELSTRIGO,"134678-17-4, 201341-05-1",113752,2,1
DORIPENEM,SHIONOGI_SEIYAKU,FINIBAX,148016-81-3,8399,1,0
DORZOLAMIDE,MERCK_&_CO,TRUSOPT,120279-96-1,"2958, 70335",1,0
DORZOLAMIDE#TIMOLOL,AKORN,COSOPT,120279-96-1,"2958, 70335",1,0
DORZOLAMIDE#TIMOLOL,AKORN,COSOPT,26839-75-8,"44315, 50845, 54133, 70335",1,0
DORZOLAMIDE#TIMOLOL,AKORN,COSOPT,"120279-96-1, 26839-75-8",70335,2,1
DOXAZOSIN,PFIZER,CARDURA,74191-85-8,"6588, 100100",1,0
DOXEPIN,PERNIX,SILENOR,1668-19-5,50478,1,0
DOXERCALCIFEROL,SANOFI,HECTOROL,54573-75-0,"10535, 51349",1,0
DOXORUBICIN,JOHNSON_&_JOHNSON,DOXIL,23214-92-8,"7934, 59664",1,0
DOXYCYCLINE,NESTLE,PERIOSTAT,24390-14-5,"10198, 10563, 46927, 74224, 92069",1,0
DOXYCYCLINE,NESTLE,PERIOSTAT,564-25-0,"10198, 10563, 14440, 46927, 48140, 92069, 96277",1,0
DOXYCYCLINE,NESTLE,PERIOSTAT,"24390-14-5, 564-25-0",10198,2,0
DOXYCYCLINE,NESTLE,PERIOSTAT,"24390-14-5, 564-25-0",10563,2,0
DOXYCYCLINE,NESTLE,PERIOSTAT,"24390-14-5, 564-25-0",46927,2,0
DOXYCYCLINE,NESTLE,PERIOSTAT,"24390-14-5, 564-25-0",92069,2,0
DRONABINOL,ABBVIE,MARINOL ABBV,1972-08-3,"12866, 84795",1,0
DRONEDARONE,SANOFI,MULTAQ,141626-36-0,4459,1,0
DROSPIRENONE#ESTRADIOL,BAYER,ANGELIQ,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 22274, 22275, 44378, 45697, 46417, 47420, 49122, 79128, 80874, 85758, 85865",1,0
DROSPIRENONE#ESTRADIOL,BAYER,ANGELIQ,67392-87-4,"2963, 22275",1,0
DROSPIRENONE#ESTRADIOL,BAYER,ANGELIQ,"50-28-2, 67392-87-4",22275,2,1
DROXIDOPA,LUNDBECK,NORTHERA,23651-95-8,13569,1,0
DULOXETINE,LILLY,CYMBALTA,116539-59-4,5907,1,0
DUTASTERIDE,GLAXOSMITHKLINE,AVODART,164656-23-9,"7352, 57005",1,0
DUTASTERIDE#TAMSULOSIN,GLAXOSMITHKLINE,COMBODART,106133-20-4,"4513, 57005",1,0
DUTASTERIDE#TAMSULOSIN,GLAXOSMITHKLINE,COMBODART,164656-23-9,"7352, 57005",1,0
DUTASTERIDE#TAMSULOSIN,GLAXOSMITHKLINE,COMBODART,"106133-20-4, 164656-23-9",57005,2,1
DUVELISIB,VERASTEM,COPIKTRA,1201438-56-3,62418,1,0
EDARAVONE,MITSUBISHI_TANABE,RADICAVA,89-25-8,3574,1,0
EDOXABAN,DAIICHI_SANKYO,LIXIANA,480449-70-5,51255,1,0
EFAVIRENZ,BRISTOL-MYERS_SQB.,SUSTIVA,154598-52-4,"10172, 50038, 65069, 109933",1,0
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,143491-54-7,4728,1,0
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097",1,0
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,154598-52-4,"10172, 50038, 65069, 109933",1,0
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,201341-05-1,"14493, 49219, 50038, 62277, 63988, 65069, 73625, 96077, 109933, 113752",1,0
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,"143491-54-7, 143491-57-0",4728,2,0
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,"143491-57-0, 201341-05-1",49219,2,1
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,"143491-57-0, 154598-52-4, 201341-05-1",50038,3,1
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,"143491-57-0, 201341-05-1",62277,2,1
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,"143491-57-0, 201341-05-1",63988,2,1
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,"154598-52-4, 201341-05-1",65069,2,1
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,"154598-52-4, 201341-05-1",109933,2,1
EFAVIRENZ#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,SYMFI LO,134678-17-4,"3474, 16696, 26574, 48181, 65069, 69973, 73625, 90562, 96077, 101639, 109933, 113752",1,0
EFAVIRENZ#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,SYMFI LO,154598-52-4,"10172, 50038, 65069, 109933",1,0
EFAVIRENZ#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,SYMFI LO,201341-05-1,"14493, 49219, 50038, 62277, 63988, 65069, 73625, 96077, 109933, 113752",1,0
EFAVIRENZ#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,SYMFI LO,"154598-52-4, 201341-05-1",50038,2,1
EFAVIRENZ#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,SYMFI LO,"134678-17-4, 154598-52-4, 201341-05-1",65069,3,1
EFAVIRENZ#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,SYMFI LO,"134678-17-4, 201341-05-1",73625,2,1
EFAVIRENZ#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,SYMFI LO,"134678-17-4, 201341-05-1",96077,2,1
EFAVIRENZ#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,SYMFI LO,"134678-17-4, 154598-52-4, 201341-05-1",109933,3,1
EFAVIRENZ#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,SYMFI LO,"134678-17-4, 201341-05-1",113752,2,1
EFINACONAZOLE,BAUSCH_HEALTH,JUBLIA,164650-44-6,9988,1,0
ELAGOLIX,ABBVIE,ORILISSA,834153-87-6,48547,1,0
ELBASVIR#GRAZOPREVIR,MERCK_&_CO,ZEPATIER,1350514-68-9,91016,1,0
ELBASVIR#GRAZOPREVIR,MERCK_&_CO,ZEPATIER,1370468-36-2,91016,1,0
ELBASVIR#GRAZOPREVIR,MERCK_&_CO,ZEPATIER,"1350514-68-9, 1370468-36-2",91016,2,1
ELETRIPTAN,PFIZER,RELPAX,143322-58-1,8715,1,0
ELTROMBOPAG,NOVARTIS,PROMACTA,496775-61-2,10606,1,0
ELUXADOLINE,ALLERGAN,VIBERZI,864821-90-9,64911,1,0
ELVITEGRAVIR,GILEAD_SCIENCES,VITEKTA,697761-98-1,"51371, 62277, 75324",1,0
EMEDASTINE,NOVARTIS,EMADINE,87233-61-2,3034,1,0
EMPAGLIFLOZIN,BOEHRINGER_INGEL,JARDIANCE,864070-44-0,"58762, 67953, 68598",1,0
EMPAGLIFLOZIN#LINAGLIPTIN,BOEHRINGER_INGEL,GLYXAMBI,668270-12-0,"55852, 67953, 68567",1,0
EMPAGLIFLOZIN#LINAGLIPTIN,BOEHRINGER_INGEL,GLYXAMBI,864070-44-0,"58762, 67953, 68598",1,0
EMPAGLIFLOZIN#LINAGLIPTIN,BOEHRINGER_INGEL,GLYXAMBI,"668270-12-0, 864070-44-0",67953,2,1
EMPAGLIFLOZIN#METFORMIN,BOEHRINGER_INGEL,SYNJARDY,1115-70-4,"6050, 49077, 49829",1,0
EMPAGLIFLOZIN#METFORMIN,BOEHRINGER_INGEL,SYNJARDY,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902",1,0
EMPAGLIFLOZIN#METFORMIN,BOEHRINGER_INGEL,SYNJARDY,864070-44-0,"58762, 67953, 68598",1,0
EMPAGLIFLOZIN#METFORMIN,BOEHRINGER_INGEL,SYNJARDY,"1115-70-4, 657-24-9",6050,2,0
EMPAGLIFLOZIN#METFORMIN,BOEHRINGER_INGEL,SYNJARDY,"1115-70-4, 657-24-9",49077,2,0
EMPAGLIFLOZIN#METFORMIN,BOEHRINGER_INGEL,SYNJARDY,"1115-70-4, 657-24-9",49829,2,0
EMPAGLIFLOZIN#METFORMIN,BOEHRINGER_INGEL,SYNJARDY,"657-24-9, 864070-44-0",68598,2,1
EMTRICITABINE,GILEAD_SCIENCES,EMTRIVA,143491-54-7,4728,1,0
EMTRICITABINE,GILEAD_SCIENCES,EMTRIVA,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097",1,0
EMTRICITABINE,GILEAD_SCIENCES,EMTRIVA,"143491-54-7, 143491-57-0",4728,2,0
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,143491-54-7,4728,1,0
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097",1,0
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,379270-37-8,"40532, 72153, 75324, 94396, 95280, 100097",1,0
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,500287-72-9,"52857, 63988, 91586, 94396",1,0
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,"143491-54-7, 143491-57-0",4728,2,0
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,"143491-57-0, 500287-72-9",63988,2,1
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,"143491-57-0, 379270-37-8",72153,2,1
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,"143491-57-0, 379270-37-8",75324,2,1
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,"143491-57-0, 379270-37-8, 500287-72-9",94396,3,1
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,"143491-57-0, 379270-37-8",95280,2,1
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,"143491-57-0, 379270-37-8",100097,2,1
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,143491-54-7,4728,1,0
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097",1,0
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,201341-05-1,"14493, 49219, 50038, 62277, 63988, 65069, 73625, 96077, 109933, 113752",1,0
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,500287-72-9,"52857, 63988, 91586, 94396",1,0
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,"143491-54-7, 143491-57-0",4728,2,0
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,"143491-57-0, 201341-05-1",49219,2,1
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,"143491-57-0, 201341-05-1",50038,2,1
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,"143491-57-0, 201341-05-1",62277,2,1
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,"143491-57-0, 201341-05-1, 500287-72-9",63988,3,1
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,"143491-57-0, 500287-72-9",94396,2,1
EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,DESCOVY,143491-54-7,4728,1,0
EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,DESCOVY,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097",1,0
EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,DESCOVY,379270-37-8,"40532, 72153, 75324, 94396, 95280, 100097",1,0
EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,DESCOVY,"143491-54-7, 143491-57-0",4728,2,0
EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,DESCOVY,"143491-57-0, 379270-37-8",72153,2,1
EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,DESCOVY,"143491-57-0, 379270-37-8",75324,2,1
EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,DESCOVY,"143491-57-0, 379270-37-8",94396,2,1
EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,DESCOVY,"143491-57-0, 379270-37-8",95280,2,1
EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,DESCOVY,"143491-57-0, 379270-37-8",100097,2,1
EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,TRUVADA,143491-54-7,4728,1,0
EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,TRUVADA,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097",1,0
EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,TRUVADA,201341-05-1,"14493, 49219, 50038, 62277, 63988, 65069, 73625, 96077, 109933, 113752",1,0
EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,TRUVADA,"143491-54-7, 143491-57-0",4728,2,0
EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,TRUVADA,"143491-57-0, 201341-05-1",49219,2,1
EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,TRUVADA,"143491-57-0, 201341-05-1",50038,2,1
EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,TRUVADA,"143491-57-0, 201341-05-1",62277,2,1
EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,TRUVADA,"143491-57-0, 201341-05-1",63988,2,1
ENALAPRIL,BAUSCH_HEALTH,VASOTEC,75847-73-3,"13663, 44289, 52092, 83183",1,0
ENALAPRIL#HYDROCHLOROTHIAZIDE,BAUSCH_HEALTH,VASERETIC,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291",1,0
ENALAPRIL#HYDROCHLOROTHIAZIDE,BAUSCH_HEALTH,VASERETIC,75847-73-3,"13663, 44289, 52092, 83183",1,0
ENALAPRIL#HYDROCHLOROTHIAZIDE,BAUSCH_HEALTH,VASERETIC,"58-93-5, 75847-73-3",52092,2,1
ENASIDENIB,CELGENE_CORP,IDHIFA,1446502-11-9,86597,1,0
ENCORAFENIB,ARRAY_BIOPHARMA,BRAFTOVI,1269440-17-6,73843,1,0
ENFUVIRTIDE,ROCHE,FUZEON,159519-65-0,9428,1,0
ENOXAPARIN_SODIUM,SANOFI,LOVENOX,679809-58-6,"13928, 55090",1,0
ENTACAPONE,NOVARTIS,COMTAN,130929-57-6,"6556, 33005",1,0
ENTECAVIR,BRISTOL-MYERS_SQB.,BARACLUDE,142217-69-4,13486,1,0
ENZALUTAMIDE,ASTELLAS_PHARMA,XTANDI,915087-33-1,53981,1,0
EPINASTINE,ALLERGAN,RELESTAT,80012-43-7,47958,1,0
EPIRUBICIN,PFIZER,FARMORUBICIN,56420-45-2,13022,1,0
EPLERENONE,PFIZER,INSPRA,107724-20-9,14603,1,0
EPOPROSTENOL,GLAXOSMITHKLINE,FLOLAN,35121-78-9,"6132, 71847",1,0
EPROSARTAN,ABBVIE,TEVETEN,133040-01-4,4414,1,0
EPTIFIBATIDE,MERCK_&_CO,INTEGRILIN,188627-80-7,"3359, 93412",1,0
ERAVACYCLINE,TETRAPHASE_PHARMA,XERAVA,1207283-85-9,64411,1,0
ERIBULIN,EISAI,HALAVEN,253128-41-5,28773,1,0
ERLOTINIB,ROCHE,TARCEVA,183321-74-6,11961,1,0
ERTAPENEM,MERCK_&_CO,INVANZ,153773-82-1,12543,1,0
ERTAPENEM,MERCK_&_CO,INVANZ,153832-46-3,12543,1,0
ERTAPENEM,MERCK_&_CO,INVANZ,"153773-82-1, 153832-46-3",12543,2,0
ERTUGLIFLOZIN,MERCK_&_CO,STEGLATRO,1210344-57-2,"64552, 84865, 84869",1,0
ERTUGLIFLOZIN#METFORMIN,MERCK_&_CO,SEGLUROMET,1115-70-4,"6050, 49077, 49829",1,0
ERTUGLIFLOZIN#METFORMIN,MERCK_&_CO,SEGLUROMET,1210344-57-2,"64552, 84865, 84869",1,0
