,CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases
410,5965-66-2,https://drugs.ncats.io/drug/13Q3A43E0S,,,,,,,,
411,4618-18-2,https://drugs.ncats.io/drug/9U7D5QH5AE,US Approved Rx 2003,ANDA076645,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076645,Possibly Marketed Outside US 1966,ANDA074623,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f19e4ed-c90a-4330-a7fa-bf911aa98f09,Chronic constipation; Portal-systemic encephalopathy,Approved; Approved
412,4547-24-4,https://drugs.ncats.io/drug/AMX2I57A98,,,,,,,Type 2 diabetes mellitus,Basic research
413,134678-17-4,https://drugs.ncats.io/drug/2T8Q726O95,US Approved Rx 1998,NDA021004,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021004,US Approved Rx 1995,NDA020564,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020564,HIV-1 infection; Chronic hepatitis B; Unknown,Approved; Approved
414,84057-84-1,https://drugs.ncats.io/drug/U3H27498KS,US Approved Rx 2015,ANDA204158,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204158,US Approved Rx 1994,NDA020241,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020241,Epilepsy; Bipolar disorder,Approved; Approved
415,1426055-14-2,https://drugs.ncats.io/drug/2372V1TKXK,Possibly Marketed Outside US ,Takhzyro by Shire Pharma Canada Ulc [Canada],https://www.drugbank.ca/drugs/DB14597,Possibly Marketed Outside US 2018,BLA761090,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=15f99d8c-efe7-4f7d-aa20-0d0f1e30c6e8,,
416,108736-35-2,https://drugs.ncats.io/drug/0G3DE8943Y,US Approved Rx 2007,NDA022074,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022074,US Approved Rx 2007,NDA022074,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022074,Acromegaly,Approved
417,103577-45-3,https://drugs.ncats.io/drug/0K5C5T2QPG,US Approved Rx 2012,ANDA202176,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202176,US Approved Rx 1995,NDA020406,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020406,,
418,7439-91-0,https://drugs.ncats.io/drug/6I3K30563S,Possibly Marketed Outside US 2010,"Lancell Slimming by MICELLBio Co., Ltd",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ef3b1b6a-9976-4cc2-bdcf-c56e6798a988,Possibly Marketed Outside US 2010,"Lancell Slimming by MICELLBio Co., Ltd",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ef3b1b6a-9976-4cc2-bdcf-c56e6798a988,,
419,231277-92-2,https://drugs.ncats.io/drug/0VUA21238F,US Approved Rx 2007,NDA022059,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022059,US Approved Rx 2007,NDA022059,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022059,Breast cancer,Approved
420,210589-09-6,https://drugs.ncats.io/drug/WP58SVM6R4,US Approved Rx 2003,BLA125058,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125058,US Approved Rx 2003,BLA125058,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125058,,
421,1223403-58-4,https://drugs.ncats.io/drug/PF9462I9HX,US Approved Rx 2018,NDA210861,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210861,US Approved Rx 2018,NDA210861,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210861,Non-Hodgkin's lymphoma; Solid tumors; Central nervous system neoplasms,Phase II; Approved; Phase II
422,130209-82-4,https://drugs.ncats.io/drug/6Z5B6HVF6O,US Approved Rx 2022,NDA216472,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216472,Possibly Marketed Outside US 1995,NDA020597,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f4881ec-2984-4853-bc25-5b14c3b79da7,Ocular hypertension; Open-angle glaucoma; Open-angle glaucoma; Ocular hypertension; Open-angle glaucoma; Ocular hypertension,Approved; Approved; Approved; Approved; Approved; Approved
423,860005-21-6,https://drugs.ncats.io/drug/I6393O0922,US Approved Rx 2022,NDA216472,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216472,Possibly Marketed Outside US 1995,NDA020597,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f4881ec-2984-4853-bc25-5b14c3b79da7,Ocular hypertension; Open-angle glaucoma; Open-angle glaucoma; Ocular hypertension; Open-angle glaucoma; Ocular hypertension,Approved; Approved; Approved; Approved; Approved; Approved
424,143-07-7,https://drugs.ncats.io/drug/1160N9NU9U,Possibly Marketed Outside US ,"Vitafol Plus by Everett Laboratories, Inc.",https://www.drugbank.ca/drugs/DB03017,Possibly Marketed Outside US 2010,21 CFR 333A,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7cf1bfa5-65fb-4aac-8454-11d3e008ec1e,Acne vulgaris; SUNBURN,Preclinical; Approved
425,156028-14-7,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
426,1510-16-3,https://drugs.ncats.io/drug/YGB5540EYF,,,,,,,,
427,151-21-3,https://drugs.ncats.io/drug/368GB5141J,Possibly Marketed Outside US ,part356,https://www.drugbank.ca/drugs/DB00815,Possibly Marketed Outside US 1952,NDA007936,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6a621a9c-7380-4a9f-ac54-75b48fe8518e,Acne; Human papilloma virus; HIV-1 infection; Herpes simplex virus type 2 infection,Approved; Preclinical; Preclinical; Preclinical
428,8002-43-5,https://drugs.ncats.io/drug/2OYE00PC25,US Approved Rx 2023,NDA215830,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215830,US Approved Rx 2023,NDA215830,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215830,,
429,1256388-51-8,https://drugs.ncats.io/drug/013TE6E4WV,US Approved Rx 2014,NDA205834,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205834,US Approved Rx 2014,NDA205834,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205834,Chronic hepatitis C,Approved
430,75706-12-6,https://drugs.ncats.io/drug/G162GK9U4W,US Approved Rx 2020,ANDA209677,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209677,US Approved Rx 1998,NDA020905,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020905,Multiple sclerosis; Active rheumatoid arthritis,Approved; Approved
431,191732-72-6,https://drugs.ncats.io/drug/F0P408N6V4,US Approved Rx 2021,ANDA201452,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201452,US Approved Rx 2005,NDA021880,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021880,Multiple myeloma; Mantle cell lymphoma; Myelodysplastic syndromes,Approved; Approved; Approved
432,129260-79-3,https://drugs.ncats.io/drug/Z8CBU6KR16,Possibly Marketed Outside US ,WHO-ATC:S01BA14,https://ginas.ncats.nih.gov/ginas/app/substance/Z8CBU6KR16,,,,Allergic conjunctivitis; Acne rosacea; Herpes zoster keratitis,Approved; Approved; Approved
433,75330-75-5,https://drugs.ncats.io/drug/9LHU78OQFD,US Approved Rx 2001,ANDA075551,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075551,US Previously Marketed 1987,MEVACOR by MERCK,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019643,Hyperlipidemia; Coronary heart disease; Prostate cancer; Atherosclerotic cardiovascular disease; Hypercholesterolemia,Approved; Approved; Phase II; Approved; Approved
434,1977-10-2,https://drugs.ncats.io/drug/LER583670J,US Approved Rx 1988,ANDA072206,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=072206,US Previously Marketed 1975,LOXITANE by TEVA BRANDED PHARM,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017525,Schizophrenia; Schizophrenia; Bipolar I disorder,Approved; Approved; Approved
435,333963-40-9,https://drugs.ncats.io/drug/7662KG2R6K,US Approved Rx 2022,ANDA209920,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209920,US Approved Rx 2006,NDA021908,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021908,Constipation,Approved
436,9067-32-7,https://drugs.ncats.io/drug/YSE9PPT4TH,Possibly Marketed Outside US ,"Elcosys by DS TECH CO., LTD",https://www.drugbank.ca/drugs/DB08818,Possibly Marketed Outside US 2002,ANDA076559,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a75e2bb2-f89a-53f4-e053-2a95a90a93c7,Pain in osteoarthritis,Approved
437,825600-90-6,https://drugs.ncats.io/drug/5BSH2G9BH8,US Previously Marketed 2012,SURFAXIN by LEES PHARM HK,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021746,US Previously Marketed 2012,SURFAXIN by LEES PHARM HK,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021746,,
438,187164-19-8,https://drugs.ncats.io/drug/RE91AN4S8G,US Approved Rx 2013,NDA204153,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204153,US Approved Rx 2013,NDA204153,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204153,Tinea cruris; Onychomycosis; Tinea corporis; Tinea pedis,Approved; Phase II; Approved; Approved
439,936727-05-8,https://drugs.ncats.io/drug/EGP8L81APK,US Approved Rx 2018,NDA211358,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211358,US Approved Rx 2015,NDA206038,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206038,Cystic fibrosis (CF) in patients homozygous for the F508del mutation in the CFTR gene,Approved
440,82186-77-4,https://drugs.ncats.io/drug/F38R0JR742,US Approved Rx 2009,NDA022268,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022268,US Approved Rx 2009,NDA022268,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022268,Malaria,Approved
441,367514-87-2,https://drugs.ncats.io/drug/22IC88528T,US Approved Rx 2019,ANDA208049,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208049,US Approved Rx 2010,NDA200603,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200603,Autism; Bipolar depression; Schizophrenia; Major depressive disorder,Phase III; Approved; Approved; Phase III
442,1110766-97-6,https://drugs.ncats.io/drug/6LL5JFU42F,US Approved Rx 2018,NDA210923,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210923,US Approved Rx 2018,NDA210923,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210923,Chronic liver disease,Approved
443,9034-40-6,https://drugs.ncats.io/drug/9O7312W37G,US Previously Marketed 1982,FACTREL by HIKMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018123,Possibly Marketed Outside US 1978,NADA098379,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cddeff5b-ba19-4d92-8f91-8a6238f89c98,Hypogonadism; Amenorrhea,Approved; Approved
444,56973-41-2,https://drugs.ncats.io/drug/9YU877VU8K,,,,,,,,
445,60-40-2,https://drugs.ncats.io/drug/6EE945D3OK,US Approved Rx 2013,ANDA204054,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204054,US Previously Marketed 1956,INVERSINE by TARGACEPT,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010251,Hypertension; Alcohol addiction,Approved; Phase III
446,68562-41-4,https://drugs.ncats.io/drug/7GR9I2683O,US Approved Rx 2005,BLA021839,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021839,US Approved Rx 2005,BLA021839,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021839,,
447,478166-15-3,https://drugs.ncats.io/drug/NZ8M50KKRG,US Previously Marketed 2005,IPLEX by INSMED,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021884,US Previously Marketed 2005,IPLEX by INSMED,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021884,,
448,644-62-2,https://drugs.ncats.io/drug/48I5LU4ZWD,US Approved Rx 1986,ANDA071081,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071081,US Previously Marketed 1980,MECLOMEN by PARKE DAVIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018006,Idiopathic heavy menstrual blood loss; Juvenile arthritis; Primary dysmenorrhea; Rheumatoid arthritis; Osteoarthritis,Approved; Approved; Approved; Approved; Approved
449,569-65-3,https://drugs.ncats.io/drug/3L5TQ84570,US Approved OTC ,21 CFR 336.10(d) antiemetic meclizine hydrochloride,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec336-10.xml,US Previously Marketed 1954,Bonine by Pfizer,OB NME Appendix 1950-1985,Vertigo; Motion sickness,Approved; Approved
450,13422-55-4,https://drugs.ncats.io/drug/BR1SN1JS2W,Possibly Marketed Outside US ,"Vita-Rx Diabetic Vitamin by Pure Source, Llc",https://www.drugbank.ca/drugs/DB03614,Possibly Marketed Outside US 2013,"healthy mamaBE WELL ROUNDED BE WELL ROUNDED by MATERNAL SCIENCE, LLC",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b0addefd-148c-423b-bcff-332c255a2d90,Peripheral neuropathy; Diabetic peripheral neuropathy; Vitamin B12 deficiency; Alzheimer's dementia,Phase IV; Phase IV; Not Provided; Approved
451,3380-34-5,https://drugs.ncats.io/drug/4NM5039Y5X,US Previously Marketed 1997,COLGATE TOTAL by COLGATE PALMOLIVE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020231,US Previously Marketed 1969,P-300 Antibacterial by Colgate-Palmolive,OB NME Appendix 1950-1993,Bacterial infections,Approved
452,7704-34-9,https://drugs.ncats.io/drug/a781d1f2,,,,,,,,
453,520-85-4,https://drugs.ncats.io/drug/HSU1C9YRES,US Approved Rx 2022,ANDA212844,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212844,Possibly Marketed Outside US 1959,NDA011839,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2627eb11-06bf-4a45-9172-094468e3ca07,Secondary amenorrhea; Abnormal uterine bleeding; Endometrial cancer,Approved; Approved; Approved
454,2668-66-8,https://drugs.ncats.io/drug/D2UFC189XF,US Previously Marketed 1969,HMS by ALLERGAN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016624,US Previously Marketed 1969,HMS by ALLERGAN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016624,Vernal conjunctivitis; Episcleritis; Allergic conjunctivitis,Approved; Approved; Approved
455,61-68-7,https://drugs.ncats.io/drug/367589PJ2C,US Approved Rx 2010,ANDA090562,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090562,US Approved Rx 1967,NDA015034,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=015034,Pain; Primary dysmenorrhea,Approved; Approved
456,51742-87-1,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
457,3562-63-8,https://drugs.ncats.io/drug/EA6LD1M70M,US Approved Rx 1988,ANDA072422,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=072422,US Previously Marketed 1971,MEGACE by BRISTOL MYERS SQUIBB,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016979,Anorexia; Cachexia,Approved; Approved
458,131-49-7,https://drugs.ncats.io/drug/3X9MR4N98U,US Approved Rx 2022,ANDA214201,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214201,US Previously Marketed 1954,HYPAQUE by GE HEALTHCARE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009561,Urinary system disease; Gastrointestinal disorders,Approved; Approved
459,73-31-4,https://drugs.ncats.io/drug/JL5DK93RCL,US Previously Marketed 1961,TRIPLE HORMONE MELATONIN by TAYLOR DRUG,https://books.google.com/books?id=5HC9y4UuGLwC&newbks=1&newbks_redir=0&dq=triple%20hormone%208-808&pg=PA3147#v=onepage&q=triple%20hormone%208-808&f=false,US Previously Marketed 1921,melatonin,https://catalog.hathitrust.org/Record/100163146,Jet lag syndrome; Insomnia,Not Provided; Phase III
460,977051-08-3,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
461,71125-38-7,https://drugs.ncats.io/drug/VG2QF83CGL,US Approved Rx 2021,NDA211988,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211988,US Previously Marketed 2000,MOBIC by BOEHRINGER INGELHEIM,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020938,Juvenile rheumatoid arthritis; Rheumatoid arthritis; Osteoarthritis,Approved; Approved; Approved
462,148-82-3,https://drugs.ncats.io/drug/Q41OR9510P,US Approved Rx 2020,ANDA209197,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209197,US Previously Marketed 1964,ALKERAN by APOTEX,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=014691,Epithelial carcinoma of the ovary; Multiple myeloma,Approved; Approved
463,19982-08-2,https://drugs.ncats.io/drug/W8O17SJF3T,US Approved Rx 2020,ANDA210319,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210319,US Approved Rx 2003,NDA021487,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021487,Moderate to severe dementia of the Alzheimer’s type,Approved
464,58-27-5,https://drugs.ncats.io/drug/723JX6CXY5,US Previously Marketed 1940,Kayquinone by Abbott,DeHaen 1940-1975 NMEs,US Previously Marketed 1940,Kayquinone by Abbott,DeHaen 1940-1975 NMEs,Vitamin K deficiency; Severe hypoprothrombinaemia; Allergic rhinitis,Approved; Approved; Approved
465,2124-57-4,https://drugs.ncats.io/drug/8427BML8NY,Possibly Marketed Outside US 2018,algeaSAN pro by sanPharma GmbH,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc1e5766-fdf1-475b-8e4b-f10d73f93533,Possibly Marketed Outside US 2018,algeaSAN pro by sanPharma GmbH,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc1e5766-fdf1-475b-8e4b-f10d73f93533,,
466,84082-70-2,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
467,1490-04-6,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
468,83-89-6,https://drugs.ncats.io/drug/H0C805XYDE,US Previously Marketed 1938,Plasmoquine E,https://books.google.com/books?id=jglFsz5EJR8C&lpg=PA381&ots=DG2kaw3Z_a&dq=AMINACRINE%20first%20marketed&pg=PA381#v=onepage&q=AMINACRINE%20first%20marketed&f=false,US Previously Marketed 1938,Plasmoquine E,https://books.google.com/books?id=jglFsz5EJR8C&lpg=PA381&ots=DG2kaw3Z_a&dq=AMINACRINE%20first%20marketed&pg=PA381#v=onepage&q=AMINACRINE%20first%20marketed&f=false,,
469,25990-43-6,https://drugs.ncats.io/drug/ONW3LB39P7,US Previously Marketed 1956,CANTIL by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010679,US Previously Marketed 1956,CANTIL by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010679,Peptic ulcer,Approved
470,59-47-2,https://drugs.ncats.io/drug/7B8PIR2954,US Previously Marketed 1961,TOLSEROL by SQUIBB,https://www.govinfo.gov/content/pkg/FR-1970-06-25/pdf/FR-1970-06-25.pdf,US Previously Marketed 1948,Tolserol by Squibb,DeHaen 1940-1975 NMEs,Painful muscular contractions,Approved
471,100-92-5,https://drugs.ncats.io/drug/TEZ91L71V4,US Previously Marketed 1947,Wyamine Sulfate by Wyeth,DeHaen 1940-1975 NMEs,US Previously Marketed 1947,Wyamine Sulfate by Wyeth,DeHaen 1940-1975 NMEs,Hypotension,Approved
472,50-12-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
473,96-88-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
474,196078-29-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
475,57-53-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
476,91-84-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
477,150-76-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
478,15015-80-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
479,235114-32-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
480,22916-47-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
481,59467-70-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
482,42794-76-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
483,120685-11-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
484,84371-65-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
485,72432-03-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
486,72599-27-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
487,64-17-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
488,96847-55-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
489,78415-72-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
490,58066-85-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
491,10118-90-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
492,38304-91-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
493,223673-61-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
494,85650-52-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
495,59122-46-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
496,50-07-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
497,53-19-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
498,65271-80-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
499,106861-44-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
500,68693-11-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
501,97-78-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
502,525-79-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
503,51022-71-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
504,42924-53-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
505,53-84-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
506,220045-89-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
507,76932-56-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
508,147-52-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
509,65472-88-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
510,20594-83-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
511,916072-89-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
512,389-08-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
513,55096-26-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
514,854601-70-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
515,465-65-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
516,16590-41-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
517,434-22-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
518,835-31-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
519,22204-53-1,https://drugs.ncats.io/drug/57Y76R9ATQ,US Approved Rx 2018,ANDA090872,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090872,US Approved Rx 1976,NDA017581,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017581,Ankylosing spondylitis; Rheumatoid arthritis; Osteoarthritis; Tendonitis; Bursitis,Approved; Approved; Approved; Approved; Approved
