,CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases
983,79-14-1,https://drugs.ncats.io/drug/0WT12SX38S,US Previously Marketed 2022,glycolic acid,https://www.federalregister.gov/documents/2022/01/27/2022-01558/list-of-bulk-drug-substances-for-which-there-is-a-clinical-need-under-section-503b-of-the-federal,Possibly Marketed Outside US 1947,NDA006188,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b0c23a2c-b250-4c0d-9b2a-c1483faa2ca0,Acne,Not Provided
984,13283-82-4,https://drugs.ncats.io/drug/A14FB57V1D,US Approved Rx 2022,ANDA212467,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212467,Possibly Marketed Outside US 1961,NDA012827,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bd65ee5e-2000-423c-b0a6-72eb213455c4,Peptic ulcer; Chronic obstructive pulmonary disease,Approved; Approved
985,84775-66-6,https://drugs.ncats.io/drug/2788Z9758H,Possibly Marketed Outside US ,Canada:GLYCYRRHIZA GLABRA,https://tripod.nih.gov/npc/#Download,Possibly Marketed Outside US 1999,M012,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31ff48fc-9603-413c-ab7c-2598b3e08f9c,,
986,1405-86-3,https://drugs.ncats.io/drug/6FO62043WK,US Previously Marketed 1921,Ammoniated Glycyrrhizin U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,Ammoniated Glycyrrhizin U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Hepatitis B; Autoimmune hepatitis; Chronic hepatitis C; Chronic hepatitis C; Erythema; Cardiomyopathy; Autoimmune hepatitis; Ovarian cancer; Radiodermatitis; Leukemia; Unknown; Unknown; Inflammation,Not Provided; Phase I; Not Provided; Approved; Phase I; Preclinical; Phase I; Basic research; Basic research; Basic research; Basic research
987,7440-57-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
988,476181-74-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
989,9034-40-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
990,65807-02-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
991,1405-97-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
992,109889-09-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
993,7782-42-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
994,1350514-68-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
995,119914-60-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
996,126-07-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
997,90-05-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
998,93-14-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
999,60329-03-5,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
1000,40580-59-4,https://drugs.ncats.io/drug/765C9332T4,US Previously Marketed 1982,HYLOREL by PHARMACIA AND UPJOHN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018104,US Previously Marketed 1982,HYLOREL by PHARMACIA AND UPJOHN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018104,Hypertension,Approved
1001,55-65-2,https://drugs.ncats.io/drug/ZTI6C33Q2Q,US Previously Marketed 1985,GUANETHIDINE MONOSULFATE by WATSON LABS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=086114,US Previously Marketed 1960,lsmelin Sulfate by Ciba,DeHaen 1940-1975 NMEs,Hypertension,Approved
1002,29110-47-2,https://drugs.ncats.io/drug/30OMY4G3MK,US Approved Rx 1997,ANDA074796,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074796,US Previously Marketed 1986,TENEX by PROMIUS PHARMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019032,Attention deficit hyperactivity disorder; Hypertension,Approved; Approved
1003,113-00-8,https://drugs.ncats.io/drug/JU58VJ6Y3B,US Previously Marketed 1939,GUANIDINE HYDROCHLORIDE by MERCK SHARP DOHME,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=001546,US Previously Marketed 1939,GUANIDINE HYDROCHLORIDE by MERCK SHARP DOHME,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=001546,Eaton-Lambert syndrome,Approved
1004,9000-30-0,https://drugs.ncats.io/drug/E89I1637KE,US Previously Marketed ,21 CFR 310.545(a)(12)(i) laxative:bulk laxative guar gum,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml,Possibly Marketed Outside US 1974,ANDA080767,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=77bb4ef4-c10e-4acc-8225-651d003f4561,,
1005,1350289-85-8,https://drugs.ncats.io/drug/089658A12D,US Approved Rx 2017,BLA761061,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761061,US Approved Rx 2017,BLA761061,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761061,,
1006,69-72-7,https://drugs.ncats.io/drug/O414PZ4LPZ,US Approved OTC ,21 CFR 358.110(b) wart remover:collodoin-like vehicle salicylic acid,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec358-110.xml,US Previously Marketed 1860,sodium salicylate,https://catalog.hathitrust.org/Record/100782317,Psoriasis; Ichthyosis vulgaris; Keratosis palmaris; Bruises; Arthritis; Strains and sprains; Simple backache,Approved; Approved; Approved; Approved; Approved; Approved; Approved
1007,23092-17-3,https://drugs.ncats.io/drug/320YC168LF,US Previously Marketed 1981,PAXIPAM by SCHERING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017736,US Previously Marketed 1981,PAXIPAM by SCHERING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017736,Seizures; Anxiety,Preclinical; Approved
1008,3093-35-4,https://drugs.ncats.io/drug/SI86V6QNEG,US Approved Rx 1974,NDA017556,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017556,US Approved Rx 1974,NDA017556,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017556,Inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses,Approved
1009,52-86-8,https://drugs.ncats.io/drug/J6292F8L3D,US Approved Rx 1987,ANDA071131,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071131,US Previously Marketed 1967,HALDOL by ORTHO MCNEIL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=015922,Schizophrenia; Tourette's syndrome,Approved; Approved
1010,151-67-7,https://drugs.ncats.io/drug/UQT9G45D1P,US Previously Marketed 1975,HALOTHANE by HOSPIRA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=083254,US Previously Marketed 1958,FLUOTHANE by WYETH AYERST,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011338,Pain,Approved
1011,141758-74-9,https://drugs.ncats.io/drug/9P1872D4OL,US Approved Rx 2005,NDA021773,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021773,US Approved Rx 2005,NDA021773,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021773,Type 2 diabetes mellitus,Approved
1012,9025-56-3,https://drugs.ncats.io/drug/S2MZZ5DR1O,Possibly Marketed Outside US ,Canada:HEMICELLULASE,https://tripod.nih.gov/npc/#Download,Possibly Marketed Outside US 2019,"Stozyme by Chunwoo Pharmaceutical Co., Ltd.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=96932453-80c2-4a44-e053-2a95a90a7bb6,,
1013,9005-49-6,https://drugs.ncats.io/drug/4QW4AN84NQ,Possibly Marketed Outside US 2020,21 CFR 333A,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7023eea3-cedd-462d-a718-b2277c16b6b6,Possibly Marketed Outside US 2020,21 CFR 333A,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7023eea3-cedd-462d-a718-b2277c16b6b6,,
1014,67-63-0,https://drugs.ncats.io/drug/ND2M416302,US Approved OTC ,21 CFR 344.12 otic:ear drying aid isopropyl alcohol,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec344-12.xml,US Previously Marketed 1921,Rubbing Alcohol,https://books.google.com/books?id=1n4gAQAAMAAJ&newbks=1&newbks_redir=0&dq=alcohol%20rubbing%20usp&pg=PA85#v=onepage&q=alcohol%20rubbing%20usp&f=false,,
1015,520-26-3,https://drugs.ncats.io/drug/E750O06Y6O,US Previously Marketed 1961,CVP WITH VITAMIN K BIOFLAVONOID by USV,https://patents.google.com/patent/US2888381,US Previously Marketed 1921,bioflavonoid,https://catalog.hathitrust.org/Record/100163146,"Metabolic syndrome; Obesity; Osteoporosis, osteopenia; Allergies; Skin Care",Phase II; Phase II; Phase III; Approved; Approved
1016,70-30-4,https://drugs.ncats.io/drug/IWW5FV6NK2,US Approved Rx 1978,NDA017433,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017433,US Previously Marketed 1948,Hexachlorophene by Various Mfrs.,DeHaen 1940-1975 NMEs,Skin infections,Approved
1017,3811-75-4,https://drugs.ncats.io/drug/3483C2H13H,Possibly Marketed Outside US ,WHO-ATC:R02AA18,https://ginas.ncats.nih.gov/ginas/app/substance/3483C2H13H,Possibly Marketed Outside US 2017,M006,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d39ee6a2-5d65-4198-82d9-deb83471f312,,
1018,136-77-6,https://drugs.ncats.io/drug/R9QTB5E82N,US Previously Marketed 1926,hexylresorcinol by Leonard,https://jamanetwork.com/journals/jama/article-abstract/239930,US Previously Marketed 1926,hexylresorcinol by Leonard,https://jamanetwork.com/journals/jama/article-abstract/239930,Respiratory tract infections; Sore throat; Hyperpigmentation,Preclinical; Approved; Preclinical
1019,64-17-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1020,51-45-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1021,71-00-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1022,9008-05-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1023,76712-82-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1024,87-00-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1025,118-56-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1026,8028-66-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1027,9041-92-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1028,61489-71-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1029,6754-58-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1030,102518-79-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1031,9004-61-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1032,9001-54-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1033,461-72-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1034,86-54-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1035,7647-01-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1036,58-93-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1037,125-29-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1038,50-23-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1039,72590-77-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1040,135-09-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1041,7722-84-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1042,466-99-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1043,123-31-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1044,13422-51-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1045,103-86-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1046,127-07-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1047,118-42-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1048,9004-62-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1049,1190-94-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1050,68-96-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1051,618-28-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1052,83-40-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1053,68-88-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1054,101-31-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1055,548-04-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1056,7790-92-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1057,680188-33-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1058,114084-78-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059,206181-63-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1060,936563-96-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061,15687-27-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1062,122647-31-8,https://drugs.ncats.io/drug/2436VX1U9B,US Approved Rx 2010,ANDA090643,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090643,US Approved Rx 1995,NDA020491,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020491,Atrial fibrillation,Approved
1063,130308-48-4,https://drugs.ncats.io/drug/7PG89G35Q7,US Approved Rx 2020,ANDA211501,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211501,US Approved Rx 2011,NDA022150,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022150,Hereditary angioedema,Approved
1064,10417-94-4,https://drugs.ncats.io/drug/AAN7QOV9EA,US Approved Rx 2023,ANDA217844,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217844,Possibly Marketed Outside US 2008,DHA by Mission Pharmacal Company,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=40480393-700d-4afd-8309-704ac8689e85,Hypertriglyceridemia; Major depressive disorder; Alzheimer’s disease,Approved; Phase III; Phase III
1065,58957-92-9,https://drugs.ncats.io/drug/ZRP63D75JW,US Approved Rx 2007,ANDA065288,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065288,US Previously Marketed 1990,IDAMYCIN by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050661,Acute myeloid leukemia,Approved
1066,1362509-93-0,https://drugs.ncats.io/drug/97RWB5S1U6,US Approved Rx 2015,BLA761025,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761025,US Approved Rx 2015,BLA761025,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761025,,
1067,58186-27-9,https://drugs.ncats.io/drug/HB6PN45W4J,Possibly Marketed Outside US ,EU/1/15/1020/001,https://www.drugbank.ca/drugs/DB09081,Possibly Marketed Outside US 2011,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=22729742-a481-40a3-9cba-7bedf054faca,Alzheimer’s disease; Leber’s hereditary optic neuropathy; Duchenne muscular dystrophy; Friedreich ataxia,Approved; Approved; Phase III; Approved
1068,870281-82-6,https://drugs.ncats.io/drug/YG57I8T5M0,US Approved Rx 2014,NDA206545,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206545,US Approved Rx 2014,NDA206545,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206545,Small lymphocytic lymphoma; Follicular B-cell non-Hodgkin lymphoma (FL); Chronic lymphocytic leukemia,Approved; Approved; Approved
1069,54-42-2,https://drugs.ncats.io/drug/LGP81V5245,US Previously Marketed 1963,HERPLEX by ALLERGAN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013935,US Previously Marketed 1963,HERPLEX by ALLERGAN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013935,Herpes simplex keratitis,Approved
1070,50936-59-9,https://drugs.ncats.io/drug/5W8JGG2651,US Approved Rx 2006,BLA125151,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125151,US Approved Rx 2006,BLA125151,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125151,,
1071,3778-73-2,https://drugs.ncats.io/drug/UM20QQM95Y,US Approved Rx 2011,ANDA076619,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076619,US Previously Marketed 1987,IFEX by BAXTER HLTHCARE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019763,Germ cell testicular cancer,Approved
1072,133454-47-4,https://drugs.ncats.io/drug/VPO7KJ050N,US Approved Rx 2009,NDA022192,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022192,US Approved Rx 2009,NDA022192,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022192,Schizophrenia,Approved
1073,78919-13-8,https://drugs.ncats.io/drug/JED5K35YGL,US Approved Rx 2024,NDA217933,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217933,US Approved Rx 2004,NDA021779,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021779,Pulmonary arterial hypertension,Approved
1074,152459-95-5,https://drugs.ncats.io/drug/BKJ8M8G5HI,US Approved Rx 2015,ANDA078340,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078340,US Previously Marketed 2001,GLEEVEC by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021335,Myelodysplastic/myeloproliferative diseases associated with PDGFR; Hypereosinophilic syndrome; Philadelphia chromosome positive chronic myeloid leukemia; Philadelphia chromosome positive acute lymphoblastic leukemia; Aggressive systemic mastocytosis (D816V c-Kit mutation status negative/c-Kit mutational status unknown),Approved; Approved; Approved; Approved; Approved
1075,154248-97-2,https://drugs.ncats.io/drug/Q6U6J48BWY,US Approved Rx 1994,BLA020367,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020367,US Approved Rx 1994,BLA020367,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020367,,
1076,64221-86-9,https://drugs.ncats.io/drug/Q20IM7HE75,US Approved Rx 2011,ANDA090577,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090577,US Approved Rx 1985,NDA050587,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050587,Bacterial infections; Escherichia coli infections; Staphylococcal infections; Endocarditis; Urinary tract infections; Lower respiratory tract infections,Approved; Approved; Approved; Approved; Approved; Approved
1077,50-49-7,https://drugs.ncats.io/drug/OGG85SX4E4,US Approved Rx 2008,ANDA040751,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040751,US Previously Marketed 1959,TOFRANIL by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011838,Depression,Approved
1078,99011-02-6,https://drugs.ncats.io/drug/P1QW714R7M,US Approved Rx 2010,NDA022483,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022483,US Previously Marketed 1997,ALDARA by BAUSCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020723,Actinic keratosis; External genital and perianal warts/condyloma acuminata; Primary superficial basal cell carcinoma,Approved; Approved; Approved
1079,138660-96-5,https://drugs.ncats.io/drug/HV6MT68KKF,Clinical ,INN:sevirumab [INN],https://ginas.ncats.nih.gov/ginas/app/substance/HV6MT68KKF,,,,,
1080,569658-79-3,https://drugs.ncats.io/drug/J1R33H8X7A,Clinical ,INN:libivirumab [INN],https://ginas.ncats.nih.gov/ginas/app/substance/J1R33H8X7A,,,,,
1081,2618667-99-3,https://drugs.ncats.io/drug/K3CR9VL7SE,Clinical ,INN:silevimig [INN],https://ginas.ncats.nih.gov/ginas/app/substance/K3CR9VL7SE,,,,,
1082,312753-06-3,https://drugs.ncats.io/drug/8OR09251MQ,US Previously Marketed 2015,UTIBRON by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207930,US Previously Marketed 2011,ARCAPTA NEOHALER by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022383,"Airflow obstruction in patients with chronic obstructive pulmonary disease (COPD); Airflow obstruction in patients with chronic obstructive pulmonary disease (COPD),",Approved; Approved
1083,26807-65-8,https://drugs.ncats.io/drug/F089I0511L,US Approved Rx 1996,ANDA074722,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074722,US Previously Marketed 1983,LOZOL by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018538,Congestive heart failure; Hypertension,Approved; Approved
1084,860-22-0,https://drugs.ncats.io/drug/L06K8R7DQK,Possibly Marketed Outside US 1995,ANDA065520,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e1904c28-8c19-44da-b395-1e4bd08d6122,Possibly Marketed Outside US 1978,"K-PhosNo. 2 by Beach Products, Inc.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9f446400-c403-4971-879e-1341f7f7d9da,,
1085,150378-17-9,https://drugs.ncats.io/drug/9MG78X43ZT,US Previously Marketed 1996,CRIXIVAN by MERCK SHARP DOHME,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020685,US Previously Marketed 1996,CRIXIVAN by MERCK SHARP DOHME,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020685,HIV infection,Approved
1086,3599-32-4,https://drugs.ncats.io/drug/IX6J1063HV,US Approved Rx 2007,ANDA040811,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040811,US Previously Marketed 1959,IC-GREEN by RENEW PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011525,Age-related macular degeneration; Surgery,Approved; Approved
1087,700-06-1,https://drugs.ncats.io/drug/C11E72455F,Clinical 2018,NCT03687073: Phase 1 Interventional Completed Smoking,https://clinicaltrials.gov/ct2/show/NCT03687073,,,,Breast cancer; Cancer; Obesity,Phase III; Phase I; Phase II
1088,53-86-1,https://drugs.ncats.io/drug/XXE1CET956,US Approved Rx 2009,ANDA079175,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079175,US Previously Marketed 1965,INDOCIN by ZYLA LIFE SCIENCES,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016059,Osteoarthritis; Ankylosing spondylitis; Arthritis; Rheumatoid arthritis,Approved; Approved; Approved; Approved
1089,170277-31-3,https://drugs.ncats.io/drug/B72HH48FLU,US Approved Rx 2019,BLA761086,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761086,US Approved Rx 1998,BLA103772,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103772,,
1090,75567-37-2,https://drugs.ncats.io/drug/7686S50JAH,US Previously Marketed 2019,INGENOL MEBUTATE by PADAGIS ISRAEL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209018,US Previously Marketed 2012,PICATO by LEO LABS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202833,Actinic keratosis; Unknown,Approved
1091,551-72-4,https://drugs.ncats.io/drug/63GQX5QW03,,,,,,,,
1092,6556-11-2,https://drugs.ncats.io/drug/A99MK953KZ,US Approved Rx 2014,ANDA090892,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090892,US Previously Marketed 1937,"Niacin by Merck & Co, Inc.",https://archive.org/details/in.ernet.dli.2015.145864,Hyperlipidemia; Atherosclerotic disease; Myocardial infarction,Approved; Approved; Approved
1093,635715-01-4,https://drugs.ncats.io/drug/P93RUU11P7,US Approved Rx 2017,BLA761040,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761040,US Approved Rx 2017,BLA761040,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761040,,
1094,116094-23-6,https://drugs.ncats.io/drug/D933668QVX,US Approved Rx 2000,BLA020986,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020986,US Approved Rx 2000,BLA020986,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020986,diabetes mellitus,Approved
1095,844439-96-9,https://drugs.ncats.io/drug/54Q18076QB,US Approved Rx 2016,BLA208583,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208583,US Previously Marketed 2015,RYZODEG 70/30 by NOVO,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203313,,
1096,169148-63-4,https://drugs.ncats.io/drug/4FT78T86XV,US Approved Rx 2005,BLA021878,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021878,US Approved Rx 2005,BLA021878,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021878,diabetes mellitus,Approved
