Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
MALPIGHIA_PUNICIFOLIA,MALPIGHIA PUNICIFOLIA,https://pubchem.ncbi.nlm.nih.gov/substance/482027864,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
MALTASE,MALTASE,https://pubchem.ncbi.nlm.nih.gov/substance/482017084,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
MALTODEXTRIN,MALTODEXTRIN,https://pubchem.ncbi.nlm.nih.gov/compound/Maltodextrin,FEATURED,9050-36-6,"104859-39-4, 104859-43-0, 104859-47-4, 104859-49-6, 104859-62-3, 104859-75-8, 126776-44-1, 126776-45-2, 127120-90-5, 216252-89-0, 39283-25-5, 52769-80-9, 54077-26-8, 61008-41-1, 89750-26-5, 104859-45-2, 142583-82-2, 220857-34-1, 287179-53-7, 87090-11-7, 138068-30-1, 1202746-12-0, 127961-35-7, 1859060-98-2, 187983-07-9, 104859-39-4, 104859-43-0, 104859-45-2, 104859-47-4, 104859-49-6, 104859-62-3, 104859-75-8, 1202746-12-0, 126776-44-1, 126776-45-2, 127120-90-5, 127961-35-7, 138068-30-1, 142583-82-2, 1859060-98-2, 187983-07-9, 216252-89-0, 220857-34-1, 287179-53-7, 2983451-49-4, 39283-25-5, 52769-80-9, 54077-26-8, 61008-41-1, 87090-11-7, 89750-26-5, 104859-62-3, 104859-47-4, 52769-80-9, 104859-75-8, 126776-45-2, 126776-44-1, 220857-34-1, 142583-82-2, 104859-49-6, 104859-45-2, 54077-26-8, 89750-26-5, 104859-43-0, 127120-90-5, 287179-53-7, 138068-30-1, 1202746-12-0, 1859060-98-2, 87090-11-7, 216252-89-0, 61008-41-1, 187983-07-9, 104859-39-4, 8006-91-5",COMPOUND,MISSING,YES,YES
MANGAFODIPIR,MANGAFODIPIR,https://pubchem.ncbi.nlm.nih.gov/compound/76967443,FEATURED,155319-91-8,No CAS info,COMPOUND,NO,NO,NO
MANGANESE,MANGANESE,https://pubchem.ncbi.nlm.nih.gov/compound/23930,FEATURED,"7439-96-5, 19768-33-3, 22325-60-6, 23317-90-0","17375-02-9, 195161-78-5, 39303-06-5, 8031-40-1, 8075-39-6, 8031-40-1, 17375-02-9, 39303-06-5, 8075-39-6",COMPOUND,YES,YES,YES
MANNITOL,MANNITOL,https://pubchem.ncbi.nlm.nih.gov/compound/6251,FEATURED,"69-65-8, 87-78-5","123897-58-5, 75398-80-0, 85085-15-0, 1081757-07-4, 133-43-7, 36413-61-3, 5149-40-6, 1081757-07-4, 123897-58-5, 75398-80-0, 85085-15-0, 85085-15-0, 123897-58-5",COMPOUND,YES,YES,YES
MAPROTILINE,MAPROTILINE,https://pubchem.ncbi.nlm.nih.gov/compound/4011,FEATURED,10262-69-8,No CAS info,COMPOUND,YES,YES,YES
MARAVIROC,MARAVIROC,https://pubchem.ncbi.nlm.nih.gov/compound/Maraviroc,FEATURED,376348-65-1,674782-29-7,COMPOUND,MISSING,YES,YES
MATRICARIA_CHAMOMILLA,MATRICARIA CHAMOMILLA,https://pubchem.ncbi.nlm.nih.gov/compound/Matricaria%20chamomilla,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
MAZINDOL,MAZINDOL,https://pubchem.ncbi.nlm.nih.gov/compound/4020,FEATURED,22232-71-9,No CAS info,COMPOUND,YES,YES,YES
MEBENDAZOLE,MEBENDAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/4030,FEATURED,31431-39-7,No CAS info,COMPOUND,YES,YES,YES
MECAMYLAMINE,MECAMYLAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/4032,FEATURED,60-40-2,No CAS info,COMPOUND,YES,YES,YES
MECASERMIN,MECASERMIN,https://pubchem.ncbi.nlm.nih.gov/compound/Mecasermin,FEATURED,68562-41-4,No CAS info,COMPOUND,MISSING,YES,YES
MECASERMIN_RINFABATE,MECASERMIN RINFABATE,https://pubchem.ncbi.nlm.nih.gov/compound/Mecasermin%20Rinfabate,FEATURED,478166-15-3,433977-72-1,COMPOUND,MISSING,YES,YES
MECLOFENAMIC_ACID,MECLOFENAMIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/4037,FEATURED,644-62-2,No CAS info,COMPOUND,YES,YES,YES
MECLOZINE,MECLOZINE,https://pubchem.ncbi.nlm.nih.gov/compound/4034,FEATURED,"569-65-3, 163837-49-8",1286986-99-9,COMPOUND,YES,YES,YES
MECOBALAMIN,MECOBALAMIN,https://pubchem.ncbi.nlm.nih.gov/compound/Methylcobalamin,FEATURED,13422-55-4,"13870-88-7, 15417-95-5, 15550-62-6, 19709-17-2, 23319-80-4, 35-09-6, 15550-62-6, 13870-88-7, 19709-17-2, 133191-56-7, 15417-95-5, 23319-80-4",COMPOUND,MISSING,YES,YES
MEDICAGO_SATIVA,MEDICAGO SATIVA,https://pubchem.ncbi.nlm.nih.gov/substance/482027162,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
MEDICATED_DRESSINGS,MEDICATED DRESSINGS,https://pubchem.ncbi.nlm.nih.gov/compound/5564,RELEVANT,3380-34-5,"112099-35-1, 88032-08-0, 164325-69-3, 261921-78-2, 1155174-27-8, 112099-35-1, 1155174-27-8, 164325-69-3, 261921-78-2, 88032-08-0, 1155174-27-8, 112099-35-1, 88032-08-0, 164325-69-3, 261921-78-2",COMPOUND,NO,NO,NO
MEDICATED_SHAMPOOS,MEDICATED SHAMPOOS,https://pubchem.ncbi.nlm.nih.gov/compound/5362487,RELEVANT,"7704-34-9, 10544-50-0","1251749-91-3, 12673-82-4, 12684-31-0, 12767-24-7, 1819329-88-8, 56449-52-6, 56591-09-4, 56645-30-8, 57035-13-9, 63705-05-5, 7782-45-8, 8050-82-6, 81032-32-8, 97124-07-7, 56591-09-4, 57035-13-9, 12684-31-0, 63705-05-5, 97124-07-7, 56645-30-8, 12767-24-7, 8050-82-6, 56449-52-6, 81032-32-8, 7782-45-8, 7704-34-9",COMPOUND,NO,NO,NO
MEDICINAL_SOAP,MEDICINAL SOAP,https://pubchem.ncbi.nlm.nih.gov/substance/17398150,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
MEDROXYPROGESTERONE,MEDROXYPROGESTERONE,https://pubchem.ncbi.nlm.nih.gov/compound/10631,FEATURED,520-85-4,No CAS info,COMPOUND,YES,YES,YES
MEDRYSONE,MEDRYSONE,https://pubchem.ncbi.nlm.nih.gov/compound/247839,FEATURED,2668-66-8,No CAS info,COMPOUND,YES,YES,YES
MEFENAMIC_ACID,MEFENAMIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/4044,FEATURED,61-68-7,No CAS info,COMPOUND,YES,YES,YES
MEFLOQUINE,MEFLOQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/40692,FEATURED,"51742-87-1, 53230-10-7",68682-27-9,COMPOUND,YES,YES,YES
MEGESTROL,MEGESTROL,https://pubchem.ncbi.nlm.nih.gov/compound/19090,FEATURED,3562-63-8,No CAS info,COMPOUND,YES,YES,YES
MEGLUMINE_AMIDOTRIZOATE,MEGLUMINE AMIDOTRIZOATE,https://pubchem.ncbi.nlm.nih.gov/compound/8566,FEATURED,131-49-7,"69426-25-1, 7170-91-4, 146-69-0, 63626-48-2, 19766-67-7",COMPOUND,YES,YES,YES
MELALEUCA_ALTERNIFOLIA,MELALEUCA ALTERNIFOLIA,https://pubchem.ncbi.nlm.nih.gov/substance/483930741,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
MELATONIN,MELATONIN,https://pubchem.ncbi.nlm.nih.gov/compound/896,FEATURED,"73-31-4, 8041-44-9",1581233-31-9,COMPOUND,YES,YES,YES
MELISSA_OFFICINALIS,MELISSA OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/compound/Melissa%20officinalis,FEATURED,977051-08-3,No CAS info,COMPOUND,MISSING,YES,YES
MELOXICAM,MELOXICAM,https://pubchem.ncbi.nlm.nih.gov/compound/54677470,FEATURED,71125-38-7,133687-22-6,COMPOUND,YES,YES,YES
MELPHALAN,MELPHALAN,https://pubchem.ncbi.nlm.nih.gov/compound/460612,FEATURED,148-82-3,8057-25-8,COMPOUND,YES,YES,YES
MEMANTINE,MEMANTINE,https://pubchem.ncbi.nlm.nih.gov/compound/4054,FEATURED,19982-08-2,51052-62-1,COMPOUND,YES,YES,YES
MENADIONE,MENADIONE,https://pubchem.ncbi.nlm.nih.gov/compound/4055,FEATURED,"58-27-5, 34524-96-4",No CAS info,COMPOUND,YES,YES,YES
MENAQUINONE-7,MENAQUINONE-7,https://pubchem.ncbi.nlm.nih.gov/compound/5287554,FEATURED,2124-57-4,No CAS info,COMPOUND,YES,YES,YES
MENTHA_PIPERITA,MENTHA PIPERITA,https://pubchem.ncbi.nlm.nih.gov/compound/Mentha%20piperita,FEATURED,84082-70-2,No CAS info,COMPOUND,MISSING,YES,YES
MENTHA_VIRIDIS,MENTHA VIRIDIS,https://pubchem.ncbi.nlm.nih.gov/compound/Mentha%20spicata%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
MENTHOL,MENTHOL,https://pubchem.ncbi.nlm.nih.gov/compound/1254,FEATURED,"1490-04-6, 89-78-1",No CAS info,COMPOUND,YES,YES,YES
MEPACRINE,MEPACRINE,https://pubchem.ncbi.nlm.nih.gov/compound/237,FEATURED,83-89-6,"66777-81-9, 65960-40-9; 65960-39-6",COMPOUND,YES,YES,YES
MEPENZOLATE,MEPENZOLATE,https://pubchem.ncbi.nlm.nih.gov/compound/4057,FEATURED,25990-43-6,No CAS info,COMPOUND,YES,YES,YES
MEPHENESIN,MEPHENESIN,https://pubchem.ncbi.nlm.nih.gov/compound/4059,FEATURED,59-47-2,No CAS info,COMPOUND,YES,YES,YES
MEPHENTERMINE,MEPHENTERMINE,https://pubchem.ncbi.nlm.nih.gov/compound/3677,FEATURED,100-92-5,No CAS info,COMPOUND,YES,YES,YES
MEPHENYTOIN,MEPHENYTOIN,https://pubchem.ncbi.nlm.nih.gov/compound/4060,FEATURED,50-12-4,No CAS info,COMPOUND,YES,YES,YES
MEPIVACAINE,MEPIVACAINE,https://pubchem.ncbi.nlm.nih.gov/compound/4062,FEATURED,96-88-8,22801-44-1,COMPOUND,YES,YES,YES
MEPOLIZUMAB,MEPOLIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Mepolizumab,FEATURED,196078-29-2,No CAS info,COMPOUND,MISSING,YES,YES
MEPROBAMATE,MEPROBAMATE,https://pubchem.ncbi.nlm.nih.gov/compound/4064,FEATURED,57-53-4,No CAS info,COMPOUND,YES,YES,YES
MEPYRAMINE,MEPYRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/4992,FEATURED,91-84-9,102206-59-7,COMPOUND,YES,YES,YES
MEQUINOL,MEQUINOL,https://pubchem.ncbi.nlm.nih.gov/compound/9015,FEATURED,150-76-5,No CAS info,COMPOUND,YES,YES,YES
MERBROMIN,MERBROMIN,https://pubchem.ncbi.nlm.nih.gov/compound/441373,FEATURED,"15015-80-2, 129-16-8",No CAS info,COMPOUND,YES,YES,YES
MERCAPTAMINE,MERCAPTAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/6058,FEATURED,60-23-1,139720-70-0,COMPOUND,YES,YES,YES
MERCAPTOPURINE,MERCAPTOPURINE,https://pubchem.ncbi.nlm.nih.gov/compound/667490,FEATURED,"50-44-2, 6112-76-1","5759-99-9, 5818-33-7, 5818-60-0, 39454-94-9, 5818-33-7, 5818-60-0, 39454-94-9, 111079-50-6, 5759-99-9",COMPOUND,YES,YES,YES
MERCUROUS_OXIDE,MERCUROUS OXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/16683011,RELEVANT,15829-53-5,1312-01-2,COMPOUND,NO,NO,NO
MERCURY_MERCURIC,MERCURY MERCURIC,https://pubchem.ncbi.nlm.nih.gov/compound/24085,RELEVANT,"7487-94-7, 7546-30-7",No CAS info,COMPOUND,NO,NO,NO
MERCURY_MERCUROUS,MERCURY MERCUROUS,https://pubchem.ncbi.nlm.nih.gov/compound/24545,RELEVANT,7783-36-0,No CAS info,COMPOUND,NO,NO,NO
MEROPENEM,MEROPENEM,https://pubchem.ncbi.nlm.nih.gov/compound/441130,FEATURED,"96036-03-2, 119478-56-7",No CAS info,COMPOUND,YES,YES,YES
MESALAZINE,MESALAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/4075,FEATURED,89-57-6,61513-32-4,COMPOUND,YES,YES,YES
MESNA,MESNA,https://pubchem.ncbi.nlm.nih.gov/compound/23662354,FEATURED,19767-45-4,No CAS info,COMPOUND,YES,YES,YES
MESORIDAZINE,MESORIDAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/4078,FEATURED,5588-33-0,No CAS info,COMPOUND,YES,YES,YES
MESTRANOL,MESTRANOL,https://pubchem.ncbi.nlm.nih.gov/compound/6291,FEATURED,72-33-3,"53445-46-8, 43085-54-7",COMPOUND,YES,YES,YES
MESUXIMIDE,MESUXIMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6476,FEATURED,77-41-8,No CAS info,COMPOUND,YES,YES,YES
METADOXINE,METADOXINE,https://pubchem.ncbi.nlm.nih.gov/compound/115198,FEATURED,74536-44-0,No CAS info,COMPOUND,YES,YES,YES
METARAMINOL,METARAMINOL,https://pubchem.ncbi.nlm.nih.gov/compound/5906,FEATURED,54-49-9,No CAS info,COMPOUND,YES,YES,YES
METAXALONE,METAXALONE,https://pubchem.ncbi.nlm.nih.gov/compound/15459,FEATURED,1665-48-1,105801-80-7,COMPOUND,YES,YES,YES
METFORMIN,METFORMIN,https://pubchem.ncbi.nlm.nih.gov/compound/4091,FEATURED,"657-24-9, 1115-70-4",No CAS info,COMPOUND,YES,YES,YES
METHACHOLINE,METHACHOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/1993,FEATURED,55-92-5,No CAS info,COMPOUND,YES,YES,YES
METHADONE,METHADONE,https://pubchem.ncbi.nlm.nih.gov/compound/4095,FEATURED,76-99-3,297-88-1,COMPOUND,YES,YES,YES
METHAMPHETAMINE,METHAMPHETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/10836,FEATURED,537-46-2,"139-47-9, 1690-86-4, 14611-50-8, 45952-89-4, 45952-89-4, 1690-86-4, 14611-50-8",COMPOUND,YES,YES,YES
METHAPYRILENE,METHAPYRILENE,https://pubchem.ncbi.nlm.nih.gov/compound/4098,FEATURED,91-80-5,No CAS info,COMPOUND,YES,YES,YES
METHAZOLAMIDE,METHAZOLAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/Methazolamide,FEATURED,554-57-4,2101958-72-7,COMPOUND,MISSING,YES,YES
METHENAMINE,METHENAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/4101,FEATURED,100-97-0,"11103-67-6, 15978-33-3, 56549-34-9, 74734-16-0, 91773-48-7, 1556839-80-5, 187285-07-0, 11103-67-6, 1556839-80-5, 15978-33-3, 187285-07-0, 56549-34-9, 74734-16-0, 859974-71-3, 91773-48-7, 74734-16-0, 56549-34-9, 11103-67-6, 91773-48-7",COMPOUND,YES,YES,YES
METHIONINE,METHIONINE,https://pubchem.ncbi.nlm.nih.gov/compound/6137,FEATURED,"63-68-3, 3654-96-4, 58576-49-1, 59-51-8","24425-78-3, 7005-18-7, 1437749-32-0, 1437749-60-4, 1437749-65-9, 1437749-75-1, 1437749-80-8, 1437769-00-0, 1437870-94-4, 1437870-95-5, 1437870-97-7, 1437870-98-8, 1437871-20-9, 1463481-01-7, 1463481-06-2, 1463481-15-3, 1463481-19-7, 1463481-23-3, 1463481-27-7, 1463481-31-3, 1463481-37-9, 1463481-41-5, 1463481-46-0, 1463481-51-7, 1463481-58-4, 1463481-73-3, 1463481-80-2, 1463481-89-1, 1463610-75-4, 1463610-76-5, 1466415-57-5, 1437749-32-0, 1437749-60-4, 1437749-65-9, 1437749-75-1, 1437749-80-8, 1437769-00-0, 1437870-94-4, 1437870-95-5, 1437870-97-7, 1437870-98-8, 1437871-20-9, 1463481-01-7, 1463481-06-2, 1463481-15-3, 1463481-19-7, 1463481-23-3, 1463481-27-7, 1463481-31-3, 1463481-37-9, 1463481-41-5, 1463481-46-0, 1463481-51-7, 1463481-58-4, 1463481-73-3, 1463481-80-2, 1463481-89-1, 1463610-75-4, 1463610-76-5, 1466415-57-5, 24425-78-3, 7005-18-7, 1463610-75-4, 1437871-20-9, 1463481-46-0, 1463481-06-2, 1437749-60-4, 1463481-23-3, 1463481-58-4, 1437749-80-8, 1463481-19-7, 1437870-95-5, 1463481-37-9, 1463481-89-1, 7005-18-7, 24425-78-3, 1437749-65-9, 1437749-32-0, 1437749-75-1, 1437870-94-4, 1437769-00-0, 1463481-73-3, 1437870-97-7, 1463481-15-3, 1437870-98-8, 1463481-51-7, 1463610-76-5, 1463481-80-2, 1463481-41-5, 1463481-31-3, 1463481-27-7, 1466415-57-5",COMPOUND,YES,YES,YES
METHOCARBAMOL,METHOCARBAMOL,https://pubchem.ncbi.nlm.nih.gov/compound/4107,FEATURED,532-03-6,145308-03-8,COMPOUND,YES,YES,YES
METHOHEXITAL,METHOHEXITAL,https://pubchem.ncbi.nlm.nih.gov/compound/9034,FEATURED,151-83-7,"18652-93-2, 115621-33-5, 7187-72-6, 7187-72-6, 18652-93-2, 115621-33-5",COMPOUND,YES,YES,YES
METHOTREXATE,METHOTREXATE,https://pubchem.ncbi.nlm.nih.gov/compound/126941,FEATURED,59-05-2,1082707-84-3,COMPOUND,YES,YES,YES
METHOXAMINE,METHOXAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/6082,FEATURED,390-28-3,No CAS info,COMPOUND,YES,YES,YES
METHOXSALEN,METHOXSALEN,https://pubchem.ncbi.nlm.nih.gov/compound/4114,FEATURED,298-81-7,12692-94-3,COMPOUND,YES,YES,YES
METHOXY_POLYETHYLENE_GLYCOL-EPOETIN_BETA,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,https://pubchem.ncbi.nlm.nih.gov/compound/Methoxy%20Polyethylene%20Glycol-Epoetin%20Beta,FEATURED,677324-53-7,917756-28-6,COMPOUND,MISSING,YES,YES
METHYCLOTHIAZIDE,METHYCLOTHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/4121,FEATURED,"135-07-9, 96783-14-1, 96783-15-2",No CAS info,COMPOUND,YES,YES,YES
METHYL-5-AMINOLEVULINIC_ACID,METHYL-5 AMINOLEVULINIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/54157540,FEATURED,No CAS info,No CAS info,COMPOUND,NO,NO,NO
METHYLANTHRANILATE,METHYLANTHRANILATE,https://pubchem.ncbi.nlm.nih.gov/compound/8635,RELEVANT,134-20-3,No CAS info,COMPOUND,NO,NO,NO
METHYLBENZETHONIUM,METHYLBENZETHONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/4135,FEATURED,72013-76-4,No CAS info,COMPOUND,YES,YES,YES
METHYLCELLULOSE,METHYLCELLULOSE,https://pubchem.ncbi.nlm.nih.gov/compound/51063134,FEATURED,"9004-67-5, 99638-59-2","39384-65-1, 53568-34-6, 71812-19-6, 88402-84-0, 99638-59-2, 730985-58-7, 2098627-58-6, 2098627-58-6, 2826210-70-0, 2938147-28-3, 39384-65-1, 53568-34-6, 71812-19-6, 730985-58-7, 88402-84-0, 99638-59-2",COMPOUND,YES,YES,YES
METHYLDOPA,METHYLDOPA,https://pubchem.ncbi.nlm.nih.gov/compound/38853,FEATURED,"555-30-6, 41372-08-1","133161-54-3, 1339-75-9, 4290-08-8, 88620-56-8, 779-08-8, 133161-54-3, 1339-75-9, 4290-08-8, 779-08-8, 88620-56-8, 133161-54-3, 4290-08-8, 1339-75-9, 779-08-8",COMPOUND,YES,YES,YES
METHYLDOPATE,METHYLDOPATE,https://pubchem.ncbi.nlm.nih.gov/compound/17277,FEATURED,6014-30-8,No CAS info,COMPOUND,YES,YES,YES
METHYLENE_BLUE,METHYLENE BLUE,https://pubchem.ncbi.nlm.nih.gov/compound/6099,FEATURED,"61-73-4, 7220-79-3, 97130-83-1","105504-42-5, 121067-62-7, 1341-90-8, 167498-52-4, 6476-03-5, 97130-83-1, 12262-49-6, 1001913-24-1, 1001914-35-7, 1219638-11-5, 923927-02-0, 1001913-24-1, 1001914-35-7, 105504-42-5, 121067-62-7, 1219638-11-5, 12262-49-6, 1341-90-8, 167498-52-4, 6476-03-5, 923927-02-0, 97130-83-1, 1001914-35-7, 105504-42-5, 1341-90-8, 97130-83-1, 923927-02-0, 167498-52-4, 1001913-24-1, 6476-03-5, 1219638-11-5, 12262-49-6, 152071-32-4",COMPOUND,YES,YES,YES
METHYLERGOMETRINE,METHYLERGOMETRINE,https://pubchem.ncbi.nlm.nih.gov/compound/8226,FEATURED,113-42-8,"479-03-8, 78207-86-0, 29477-86-9, 29589-73-9",COMPOUND,YES,YES,YES
METHYLFOLATE,METHYLFOLATE,https://pubchem.ncbi.nlm.nih.gov/compound/135489578,FEATURED,"70114-87-3, 53464-60-1",No CAS info,COMPOUND,YES,YES,YES
METHYLNALTREXONE_BROMIDE,METHYLNALTREXONE BROMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5361917,FEATURED,73232-52-7,No CAS info,COMPOUND,YES,YES,YES
METHYLPARABEN,METHYLPARABEN,https://pubchem.ncbi.nlm.nih.gov/compound/7456,FEATURED,99-76-3,"1000398-37-7, 156291-94-0, 58339-84-7, 1000398-37-7, 58339-84-7",COMPOUND,YES,YES,YES
METHYLPHENIDATE,METHYLPHENIDATE,https://pubchem.ncbi.nlm.nih.gov/compound/4158,FEATURED,113-45-1,No CAS info,COMPOUND,YES,YES,YES
METHYLPHENOBARBITAL,METHYLPHENOBARBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/8271,FEATURED,115-38-8,No CAS info,COMPOUND,YES,YES,YES
METHYLPREDNISOLONE,METHYLPREDNISOLONE,https://pubchem.ncbi.nlm.nih.gov/compound/6741,FEATURED,83-43-2,"121673-01-6, 570-35-4, 121673-01-6",COMPOUND,YES,YES,YES
METHYLTESTOSTERONE,METHYLTESTOSTERONE,https://pubchem.ncbi.nlm.nih.gov/compound/6010,FEATURED,58-18-4,"1300-17-0, 31745-24-1, 1050679-28-1, 1050679-28-1, 1300-17-0, 31745-24-1",COMPOUND,YES,YES,YES
METHYLTHIONINIUM,METHYLTHIONINIUM,https://pubchem.ncbi.nlm.nih.gov/compound/4139,FEATURED,7060-82-4,No CAS info,COMPOUND,YES,YES,YES
METHYL_ETHER,METHYL ETHER,https://pubchem.ncbi.nlm.nih.gov/compound/8254,FEATURED,115-10-6,"157621-61-9, 451449-67-5, 451449-67-5",COMPOUND,YES,YES,YES
METHYSERGIDE,METHYSERGIDE,https://pubchem.ncbi.nlm.nih.gov/compound/9681,FEATURED,361-37-5,"746-51-0, 2016-33-3, 156558-44-0, 29987-97-1, 47478-64-8",COMPOUND,YES,YES,YES
METIPRANOLOL,METIPRANOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/31477,FEATURED,22664-55-7,38202-74-3,COMPOUND,YES,YES,YES
METIROSINE,METIROSINE,https://pubchem.ncbi.nlm.nih.gov/compound/441350,FEATURED,672-87-7,"23239-48-7, 5380-13-2",COMPOUND,YES,YES,YES
METOCLOPRAMIDE,METOCLOPRAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/4168,FEATURED,364-62-5,No CAS info,COMPOUND,YES,YES,YES
METOLAZONE,METOLAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/4170,FEATURED,"17560-51-9, 56436-31-8, 56436-32-9",No CAS info,COMPOUND,YES,YES,YES
METOPROLOL,METOPROLOL,https://pubchem.ncbi.nlm.nih.gov/compound/4171,FEATURED,"51384-51-1, 37350-58-6","54163-88-1, 37350-58-6, 54163-88-1",COMPOUND,YES,YES,YES
METRELEPTIN,METRELEPTIN,https://pubchem.ncbi.nlm.nih.gov/compound/Metreleptin,FEATURED,186018-45-1,No CAS info,COMPOUND,MISSING,YES,YES
METRONIDAZOLE,METRONIDAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/4173,FEATURED,"443-48-1, 56010-45-8",No CAS info,COMPOUND,YES,YES,YES
METYRAPONE,METYRAPONE,https://pubchem.ncbi.nlm.nih.gov/compound/4174,FEATURED,54-36-4,37245-80-0,COMPOUND,YES,YES,YES
MEXILETINE,MEXILETINE,https://pubchem.ncbi.nlm.nih.gov/compound/4178,FEATURED,31828-71-4,No CAS info,COMPOUND,YES,YES,YES
MEZLOCILLIN,MEZLOCILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/656511,FEATURED,"51481-65-3, 59798-30-0",No CAS info,COMPOUND,YES,YES,YES
MIBEFRADIL,MIBEFRADIL,https://pubchem.ncbi.nlm.nih.gov/compound/60663,FEATURED,116644-53-2,No CAS info,COMPOUND,YES,YES,YES
MICAFUNGIN,MICAFUNGIN,https://pubchem.ncbi.nlm.nih.gov/compound/477468,FEATURED,"235114-32-6, 168110-44-9",No CAS info,COMPOUND,YES,YES,YES
MICONAZOLE,MICONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/4189,FEATURED,22916-47-8,75319-47-0,COMPOUND,YES,YES,YES
MICROFIBRILLAR_COLLAGEN_HEMOSTAT,MICROFIBRILLAR COLLAGEN HEMOSTAT,https://pubmed.ncbi.nlm.nih.gov/33160636,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
MIDAZOLAM,MIDAZOLAM,https://pubchem.ncbi.nlm.nih.gov/compound/4192,FEATURED,59467-70-8,No CAS info,COMPOUND,YES,YES,YES
MIDODRINE,MIDODRINE,https://pubchem.ncbi.nlm.nih.gov/compound/4195,FEATURED,"42794-76-3, 133163-28-7",97476-58-9,COMPOUND,YES,YES,YES
MIDOSTAURIN,MIDOSTAURIN,https://pubchem.ncbi.nlm.nih.gov/compound/9829523,FEATURED,120685-11-2,No CAS info,COMPOUND,YES,YES,YES
MIFEPRISTONE,MIFEPRISTONE,https://pubchem.ncbi.nlm.nih.gov/compound/55245,FEATURED,84371-65-3,"122742-25-0, 83203-42-3",COMPOUND,YES,YES,YES
MIGLITOL,MIGLITOL,https://pubchem.ncbi.nlm.nih.gov/compound/441314,FEATURED,72432-03-2,No CAS info,COMPOUND,YES,YES,YES
MIGLUSTAT,MIGLUSTAT,https://pubchem.ncbi.nlm.nih.gov/compound/51634,FEATURED,72599-27-0,134282-77-2,COMPOUND,YES,YES,YES
MILK_SERUM_PROTEIN,MILK SERUM PROTEIN,https://pubchem.ncbi.nlm.nih.gov/compound/702,RELEVANT,64-17-5,"121182-78-3, 8000-16-6, 8024-45-1, 8024-45-1, 8000-16-6",COMPOUND,MISSING,NO,NO
MILNACIPRAN,MILNACIPRAN,https://pubchem.ncbi.nlm.nih.gov/compound/65833,FEATURED,"96847-55-1, 92623-85-3",105310-09-6,COMPOUND,YES,YES,YES
MILRINONE,MILRINONE,https://pubchem.ncbi.nlm.nih.gov/compound/4197,FEATURED,78415-72-2,No CAS info,COMPOUND,YES,YES,YES
MILTEFOSINE,MILTEFOSINE,https://pubchem.ncbi.nlm.nih.gov/compound/3599,FEATURED,58066-85-6,93597-88-7,COMPOUND,YES,YES,YES
MINERALS,MINERALS,https://pubchem.ncbi.nlm.nih.gov/source/25651,FEATURED,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
MINOCYCLINE,MINOCYCLINE,https://pubchem.ncbi.nlm.nih.gov/compound/Minocycline,FEATURED,10118-90-8,"146440-73-5, 17175-40-5, 24058-90-0, 1071761-03-9, 17175-40-5",COMPOUND,MISSING,YES,YES
